Study,Trt,Cow,FCM
14,B,68,39.33
14,B,69,42.25
14,B,70,39.62
14,B,71,42.01
14,B,72,36.78
14,B,73,42
14,B,74,41.28
14,B,75,43.02
14,B,76,44.84
14,B,77,44.96
14,B,78,40.28
14,B,79,33.68
14,B,80,36.13
14,B,81,38.93
14,B,82,39.41
14,B,83,40.79
14,B,84,45.15
14,B,85,34.14
14,B,86,38.32
14,B,87,40.74
14,B,88,47.89
14,B,89,34.44
14,B,90,41.55
14,B,91,39.78
14,B,92,41.06
14,B,93,34.43
14,B,94,39.57
14,B,95,38.15
14,B,96,33.72
15,A,1,36.5
15,A,2,38.63
15,A,3,38.65
15,A,4,36.58
15,A,5,39.06
15,A,6,39.7
15,A,7,35.85
15,A,8,39.86
15,A,9,35.61
15,A,10,38.04
15,A,11,35.62
15,A,12,38.36
15,A,13,39.41
15,A,14,33.09
15,A,15,39.01
15,A,16,37.4
15,A,17,36.9
15,A,18,39.61
15,A,19,37.08
15,A,20,33.01
15,A,21,31.79
15,A,22,34.44
15,A,23,43.29
15,A,24,32.54
15,A,25,35.6
15,A,26,31.81
15,A,27,35.6
15,A,28,32.52
15,A,29,33.57
15,A,30,41.87
15,A,31,35.36
15,A,32,37.28
15,A,33,33.74
15,A,34,39.8
15,A,35,36.31
15,A,36,38.73
15,A,37,41.48
15,A,38,35.96
15,A,39,34.6
15,A,40,35.03
15,A,41,36.68
15,A,42,40.79
15,B,43,38.06
15,B,44,43.45
15,B,45,38.65
15,B,46,39.66
15,B,47,34.39
15,B,48,37.38
15,B,49,34.42
15,B,50,41.83
15,B,51,35.03
15,B,52,40.99
15,B,53,42.47
15,B,54,41.51
15,B,55,41.34
15,B,56,42.03
15,B,57,37.65
15,B,58,31.83
15,B,59,34.04
15,B,60,41.34
15,B,61,43.98
15,B,62,37.58
15,B,63,36.79
15,B,64,34.88
15,B,65,44.26
15,B,66,38.13
15,B,67,41.17
15,B,68,35.47
15,B,69,38.46
15,B,70,42.9
15,B,71,36.55
15,B,72,36.61
15,B,73,33.6
15,B,74,36.79
15,B,75,43.72
15,B,76,37.71
15,B,77,41.21
15,B,78,41.39
15,B,79,42.17
15,B,80,34.67
15,B,81,39.08
15,B,82,39.21
15,B,83,40.01
15,B,84,37.66
16,A,1,39.4
16,A,2,42.21
16,A,3,37.27
16,A,4,33.28
16,A,5,41.75
16,A,6,36.63
16,A,7,36.51
16,A,8,36.68
16,A,9,42.74
16,A,10,40.09
16,A,11,35.15
16,A,12,39.9
16,A,13,39.2
16,A,14,36.52
16,A,15,45.57
16,A,16,34.46
16,A,17,32.97
16,A,18,34.81
16,A,19,35.08
16,A,20,43.99
16,A,21,37.32
16,A,22,37.28
16,A,23,39.25
16,A,24,44.9
16,A,25,33.36
16,A,26,33.62
16,A,27,40.08
16,A,28,36.88
16,A,29,32.44
16,A,30,35.99
16,A,31,40.64
16,A,32,40
16,A,33,40.36
16,A,34,39.39
16,A,35,34.81
16,A,36,40.25
16,A,37,38.56
16,A,38,38.54
16,A,39,32.85
16,A,40,32.12
16,A,41,34.84
16,A,42,41.17
16,A,43,34.88
16,A,44,36.25
16,A,45,37.55
16,A,46,32.44
16,A,47,40.14
16,A,48,41.01
16,A,49,36.18
16,A,50,34.66
16,A,51,36.6
16,A,52,37.35
16,B,53,43.86
16,B,54,37.23
16,B,55,47.87
16,B,56,45.05
16,B,57,37.45
16,B,58,40.34
16,B,59,39.31
16,B,60,39.45
16,B,61,42.39
16,B,62,38.37
16,B,63,44.02
16,B,64,40.99
16,B,65,41.23
16,B,66,40.82
16,B,67,42.03
16,B,68,43.89
16,B,69,41.57
16,B,70,41.25
16,B,71,44.51
16,B,72,40.85
16,B,73,35.72
16,B,74,37.44
16,B,75,41.88
16,B,76,41.31
16,B,77,39.51
16,B,78,44.19
16,B,79,39.84
16,B,80,38.7
16,B,81,41.32
16,B,82,42.36
16,B,83,38.57
16,B,84,40.18
16,B,85,38.84
16,B,86,39.67
16,B,87,42.57
16,B,88,43.72
16,B,89,36.39
16,B,90,41.92
16,B,91,41.68
16,B,92,39.47
16,B,93,35.66
16,B,94,34.63
16,B,95,42.95
16,B,96,43.46
16,B,97,35.51
16,B,98,42.24
16,B,99,43.87
16,B,100,46.91
16,B,101,35.57
16,B,102,34.82
16,B,103,39.23
16,B,104,39.32
17,A,1,38.82
17,A,2,42.48
17,A,3,43.99
17,A,4,47.73
17,A,5,32.77
17,A,6,41.63
17,A,7,38.96
17,A,8,42.26
17,A,9,46.84
17,A,10,41.47
17,A,11,42.88
17,A,12,40.29
17,A,13,42.22
17,A,14,44.48
17,A,15,42.83
17,A,16,45.34
17,A,17,36.62
17,A,18,37.12
17,A,19,41.49
17,A,20,39.42
17,A,21,39.95
17,A,22,38.93
17,A,23,47.37
17,A,24,44.14
17,A,25,44.35
17,A,26,44.03
17,A,27,42.32
17,A,28,38.06
17,A,29,38.94
17,A,30,42.73
17,A,31,40.42
17,A,32,33.02
17,A,33,40.91
17,A,34,40.94
17,A,35,40.29
17,A,36,44.25
17,A,37,36.97
17,A,38,45.05
17,A,39,38.45
17,A,40,50.5
17,B,41,41.72
17,B,42,43.82
17,B,43,42.49
17,B,44,38.18
17,B,45,38.5
17,B,46,40.19
17,B,47,42.67
17,B,48,40.47
17,B,49,41.04
17,B,50,40.01
17,B,51,40.63
17,B,52,38.18
17,B,53,41.5
17,B,54,40.48
17,B,55,40.59
17,B,56,42.34
17,B,57,47.83
17,B,58,43.42
17,B,59,42.95
17,B,60,43.24
17,B,61,44.26
17,B,62,37.19
17,B,63,38.43
17,B,64,34.29
17,B,65,39.84
17,B,66,41.92
17,B,67,42.73
17,B,68,45.03
17,B,69,39.97
17,B,70,42.43
17,B,71,46.43
17,B,72,42.86
17,B,73,43.82
17,B,74,41.21
17,B,75,41.83
17,B,76,40.88
17,B,77,43.16
17,B,78,42.5
17,B,79,42.14
17,B,80,40.52
18,A,1,41
18,A,2,39.44
18,A,3,48.32
18,A,4,39.26
18,A,5,48.26
18,A,6,45.52
18,A,7,38.76
18,A,8,44.4
18,A,9,41.59
18,A,10,41.85
18,A,11,43.82
18,A,12,42.69
18,A,13,48.25
18,A,14,43.77
18,A,15,44.78
18,A,16,45.87
18,A,17,43.64
18,A,18,37.83
18,A,19,43.17
18,A,20,45.05
18,A,21,44.01
18,A,22,43.54
18,A,23,41.15
18,A,24,43.75
18,A,25,47.82
18,A,26,38.47
18,A,27,46.51
18,A,28,41.62
18,A,29,49.19
18,A,30,48.85
18,A,31,41.01
18,A,32,41.64
18,A,33,45.47
18,A,34,43.15
18,A,35,44.85
18,A,36,43.97
18,A,37,46.92
18,A,38,46.04
18,A,39,34.24
18,A,40,40.18
18,A,41,44.46
18,A,42,40.76
18,A,43,44.58
18,A,44,48.52
18,A,45,42.68
18,A,46,41.29
18,A,47,41.99
18,A,48,45.41
18,A,49,36.7
18,A,50,46.92
18,A,51,40.22
18,A,52,38.55
18,A,53,46.02
18,A,54,43.63
18,A,55,47.05
18,A,56,44.08
18,A,57,49.22
18,A,58,47.48
18,B,59,45.55
18,B,60,46.42
18,B,61,42.28
18,B,62,48.08
18,B,63,47.86
18,B,64,42.33
18,B,65,41.21
18,B,66,45.29
18,B,67,41.75
18,B,68,44.61
18,B,69,43.62
18,B,70,39.51
18,B,71,42.18
18,B,72,43.28
18,B,73,45.57
18,B,74,41.59
18,B,75,45.2
18,B,76,42.24
18,B,77,43.99
18,B,78,40.26
18,B,79,41.76
18,B,80,44.43
18,B,81,45.58
18,B,82,38.76
18,B,83,47.87
18,B,84,48.43
18,B,85,38.56
18,B,86,42.05
18,B,87,42.89
18,B,88,45.8
18,B,89,38.91
18,B,90,45.17
18,B,91,47.29
18,B,92,42.8
18,B,93,44.07
18,B,94,42.55
18,B,95,39.8
18,B,96,42.86
18,B,97,40.94
18,B,98,42
18,B,99,44.59
18,B,100,39.98
18,B,101,37.76
18,B,102,42.52
18,B,103,39.36
18,B,104,47.88
18,B,105,43.46
18,B,106,43.05
18,B,107,43.54
18,B,108,39.3
18,B,109,43.32
18,B,110,41.94
18,B,111,44.27
18,B,112,44.36
18,B,113,42.72
18,B,114,36.47
18,B,115,38.7
18,B,116,44.44
19,A,1,42.15
19,A,2,36.05
19,A,3,42.99
19,A,4,37.96
19,A,5,40.79
19,A,6,40.55
19,A,7,38.02
19,A,8,46.86
19,A,9,36.8
19,A,10,42.1
19,A,11,38.49
19,A,12,47.12
19,A,13,44.31
19,A,14,43.9
19,A,15,39.23
19,A,16,41.49
19,A,17,45.78
19,A,18,39.16
19,A,19,45.42
19,A,20,41.9
19,A,21,39.47
19,A,22,45.32
19,A,23,42.92
19,A,24,39.62
19,A,25,41.43
19,A,26,42.08
19,A,27,40.08
19,A,28,40.62
19,A,29,44
19,A,30,39.99
19,A,31,44.35
19,A,32,40.89
19,A,33,40.72
19,A,34,43.03
19,A,35,39.88
19,A,36,42.05
19,A,37,42.01
19,A,38,43.14
19,A,39,39.58
19,A,40,37.57
19,A,41,41.72
19,A,42,41.45
19,A,43,45.44
19,A,44,43.25
19,A,45,36.31
19,A,46,41.36
19,A,47,41.5
19,A,48,32.63
19,A,49,41.87
19,A,50,45.23
19,A,51,41.66
19,A,52,39.36
19,A,53,38.8
19,A,54,40.86
19,A,55,37.1
19,A,56,44.33
19,A,57,40.79
19,A,58,46.33
19,B,59,41.8
19,B,60,44.72
19,B,61,42.59
19,B,62,42.74
19,B,63,39.45
19,B,64,46.17
19,B,65,46.8
19,B,66,39.02
19,B,67,39.95
19,B,68,40.1
19,B,69,42.25
19,B,70,39.13
19,B,71,41.23
19,B,72,38.82
19,B,73,42.76
19,B,74,37.32
19,B,75,44.35
19,B,76,46.46
19,B,77,39.59
19,B,78,46.26
19,B,79,41.65
19,B,80,47.55
19,B,81,44.04
19,B,82,42.52
19,B,83,40.22
19,B,84,40.93
19,B,85,41.41
19,B,86,39.8
19,B,87,45.08
19,B,88,41.81
19,B,89,39.49
19,B,90,40.8
19,B,91,40.99
19,B,92,41.47
19,B,93,41.51
19,B,94,45.67
19,B,95,40.7
19,B,96,42.66
19,B,97,41.96
19,B,98,41.24
19,B,99,38.85
19,B,100,46.42
19,B,101,38.81
19,B,102,46.8
19,B,103,41.77
19,B,104,48.44
19,B,105,39.98
19,B,106,36.03
19,B,107,47.54
19,B,108,41.3
19,B,109,42.05
19,B,110,43.14
19,B,111,43.41
19,B,112,42.75
19,B,113,40.23
19,B,114,40.58
19,B,115,39.64
19,B,116,40.8
20,A,1,35.79
20,A,2,41.69
20,A,3,35.01
20,A,4,42.22
20,A,5,32.14
20,A,6,39.2
20,A,7,41.45
20,A,8,39.01
20,A,9,37.95
20,A,10,40.99
20,A,11,42.59
20,A,12,40.33
20,A,13,46.25
20,A,14,39.43
20,A,15,36.98
20,A,16,43.83
20,A,17,44.86
20,A,18,37.63
20,A,19,40.26
20,A,20,35.49
20,A,21,36.33
20,A,22,32.78
20,A,23,42.89
20,A,24,39.49
20,A,25,40.3
20,A,26,41.55
20,A,27,37.77
20,A,28,38.13
20,A,29,37.63
20,A,30,38.13
20,A,31,42.14
20,A,32,43.41
20,A,33,41.24
20,A,34,41
20,A,35,38.53
20,A,36,39.18
20,A,37,39.77
20,A,38,42.29
20,A,39,37.14
20,A,40,37.67
20,A,41,34.27
20,A,42,37.79
20,A,43,40.49
20,A,44,36.27
20,A,45,37.04
20,A,46,40.85
20,A,47,40.86
20,A,48,38.04
20,A,49,41.49
20,A,50,33.36
20,A,51,43.27
20,A,52,37.35
20,A,53,33.82
20,A,54,38.49
20,A,55,36.02
20,A,56,40.31
20,B,57,48.31
20,B,58,44.93
20,B,59,43.64
20,B,60,40.26
20,B,61,39.06
20,B,62,46.07
20,B,63,38.94
20,B,64,45.34
20,B,65,42.28
20,B,66,44.58
20,B,67,40.05
20,B,68,39.66
20,B,69,42.95
20,B,70,44.72
20,B,71,47.21
20,B,72,47.59
20,B,73,45.46
20,B,74,49.01
20,B,75,44.64
20,B,76,45.26
20,B,77,40.62
20,B,78,47.13
20,B,79,42.43
20,B,80,43.45
20,B,81,44.45
20,B,82,39.14
20,B,83,42.56
20,B,84,42.35
20,B,85,46.14
20,B,86,42.73
20,B,87,45.77
20,B,88,44.42
20,B,89,41.98
20,B,90,46.28
20,B,91,46.59
20,B,92,43.18
20,B,93,44.53
20,B,94,43.24
20,B,95,43.27
20,B,96,41.72
20,B,97,39
20,B,98,40.28
20,B,99,45.17
20,B,100,43.6
20,B,101,42.82
20,B,102,41.34
20,B,103,38.75
20,B,104,41.1
20,B,105,38.59
20,B,106,44.78
20,B,107,43.71
20,B,108,45.2
20,B,109,45.11
20,B,110,39.43
20,B,111,43.45
20,B,112,48.31
21,A,1,39.9
21,A,2,38.91
21,A,3,36.28
21,A,4,41.35
21,A,5,41.02
21,A,6,41.39
21,A,7,36.83
21,A,8,37.54
21,A,9,41.74
21,A,10,42.3
21,A,11,40.19
21,A,12,45
21,A,13,40.56
21,A,14,48.65
21,A,15,39.02
21,A,16,37.73
21,A,17,42.49
21,A,18,31.72
21,A,19,42.9
21,A,20,47.15
21,A,21,37.25
21,A,22,44.91
21,A,23,40.16
21,A,24,41.23
21,A,25,46.06
21,A,26,41.8
21,A,27,41.75
21,A,28,35.09
21,A,29,36.76
21,A,30,37.1
21,A,31,43.49
21,A,32,40.26
21,A,33,44.6
21,A,34,44.17
21,A,35,38.11
21,A,36,36.3
21,A,37,37.98
21,A,38,42.1
21,A,39,38.72
21,A,40,38.71
21,A,41,36.1
21,A,42,42.09
21,B,43,45.84
21,B,44,43.11
21,B,45,41.54
21,B,46,40.37
21,B,47,47.36
21,B,48,40.12
21,B,49,43.32
21,B,50,35.68
21,B,51,37.26
21,B,52,38.11
21,B,53,40.06
21,B,54,47.7
21,B,55,38.66
21,B,56,38.67
21,B,57,43.08
21,B,58,41.04
21,B,59,39.76
21,B,60,40.13
21,B,61,39.06
21,B,62,36.25
21,B,63,46.76
21,B,64,44.11
21,B,65,40.41
21,B,66,43.39
21,B,67,33.69
21,B,68,44.84
21,B,69,42.15
21,B,70,40.48
21,B,71,38.16
21,B,72,38.81
21,B,73,41.82
21,B,74,38.35
21,B,75,41.27
21,B,76,39.17
21,B,77,44.89
21,B,78,43.94
21,B,79,41.31
21,B,80,44.46
21,B,81,37.21
21,B,82,38.1
21,B,83,37.06
21,B,84,39.1
22,A,1,35.08
22,A,2,36.94
22,A,3,42.84
22,A,4,40.05
22,A,5,38.8
22,A,6,41.55
22,A,7,40.89
22,A,8,41.09
22,A,9,37.03
22,A,10,38.52
22,A,11,44.98
22,A,12,37.98
22,A,13,44.16
22,A,14,39.7
22,A,15,38.03
22,A,16,40.4
22,A,17,46.42
22,A,18,36.2
22,A,19,34.46
22,A,20,34.8
22,A,21,32.99
22,A,22,34.16
22,A,23,37.74
22,A,24,35.11
22,A,25,33.41
22,A,26,38.79
22,A,27,36.31
22,A,28,34.74
22,A,29,34.92
22,A,30,34.18
22,A,31,38.69
22,A,32,39.87
22,A,33,39.11
22,A,34,41.47
22,A,35,30.6
22,A,36,32.7
22,A,37,42.8
22,A,38,36.11
22,A,39,36.97
22,A,40,34.41
22,A,41,39.83
22,A,42,33.44
22,A,43,37.28
22,A,44,41.48
22,A,45,38.2
22,A,46,34.85
22,A,47,38.39
22,A,48,39.15
22,A,49,32.44
22,A,50,36.15
22,A,51,36.37
22,A,52,34.83
22,A,53,39.14
22,A,54,35.07
22,A,55,33.89
22,A,56,40.56
22,B,57,35.22
22,B,58,38.41
22,B,59,41.73
22,B,60,32.64
22,B,61,35.27
22,B,62,34.72
22,B,63,35.41
22,B,64,37.08
22,B,65,41.63
22,B,66,40.72
22,B,67,37.65
22,B,68,38.14
22,B,69,34.26
22,B,70,34.95
22,B,71,36.59
22,B,72,36.45
22,B,73,36.08
22,B,74,32.18
22,B,75,31.63
22,B,76,37.47
22,B,77,37.63
22,B,78,37.01
22,B,79,37.26
22,B,80,35.24
22,B,81,38.15
22,B,82,35.88
22,B,83,41.93
22,B,84,37.69
22,B,85,37.59
22,B,86,31.42
22,B,87,42.06
22,B,88,30.97
22,B,89,38.11
22,B,90,38.09
22,B,91,41.15
22,B,92,36.77
22,B,93,33.52
22,B,94,34.65
22,B,95,37.2
22,B,96,31.54
22,B,97,39.02
22,B,98,38.97
22,B,99,39.77
22,B,100,40.78
22,B,101,32.77
22,B,102,40.01
22,B,103,33.29
22,B,104,32.15
22,B,105,41.87
22,B,106,34.94
22,B,107,31.48
22,B,108,36.24
22,B,109,42.39
22,B,110,38.78
22,B,111,33.97
22,B,112,39.85
23,A,1,38.76
23,A,2,32.8
23,A,3,36.06
23,A,4,34.67
23,A,5,39.29
23,A,6,41.07
23,A,7,40.32
23,A,8,39.33
23,A,9,39.77
23,A,10,40.51
23,A,11,38.33
23,A,12,39.84
23,A,13,37.4
23,A,14,42
23,A,15,37.77
23,A,16,38.96
23,A,17,33.83
23,A,18,40.31
23,A,19,41.64
23,A,20,44.23
23,A,21,35.51
23,A,22,40.49
23,A,23,41.2
23,A,24,43.16
23,A,25,37.29
23,A,26,42.45
23,A,27,39.62
23,A,28,38.85
23,A,29,40.25
23,A,30,40.3
23,A,31,35.09
23,A,32,37.04
23,A,33,38.46
23,A,34,40.7
23,A,35,38.21
23,A,36,39.86
23,A,37,39.49
23,A,38,40.2
23,A,39,40.66
23,A,40,38.3
23,A,41,40.5
23,A,42,40.77
23,B,43,40.6
23,B,44,45.44
23,B,45,41.48
23,B,46,41.81
23,B,47,44.34
23,B,48,47.9
23,B,49,40.37
23,B,50,47.2
23,B,51,44.17
23,B,52,46.39
23,B,53,46.16
23,B,54,48.47
23,B,55,44.6
23,B,56,47.61
23,B,57,42.83
23,B,58,38.19
23,B,59,42.66
23,B,60,42.65
23,B,61,43.56
23,B,62,40.64
23,B,63,43.33
23,B,64,40.26
23,B,65,38.95
23,B,66,43.11
23,B,67,40.3
23,B,68,48.67
23,B,69,42.61
23,B,70,42.39
23,B,71,43.12
23,B,72,44.43
23,B,73,40.91
23,B,74,46.38
23,B,75,44.12
23,B,76,38.83
23,B,77,41.76
23,B,78,43.11
23,B,79,44.9
23,B,80,41.42
23,B,81,41.66
23,B,82,46.75
23,B,83,46.96
23,B,84,44.41
24,A,1,36.2
24,A,2,37.25
24,A,3,35.25
24,A,4,32.49
24,A,5,38.35
24,A,6,38.58
24,A,7,38.37
24,A,8,35.2
24,A,9,31.42
24,A,10,36.55
24,A,11,38.51
24,A,12,33.38
24,A,13,37.49
24,A,14,28.51
24,A,15,32.21
24,A,16,35.44
24,A,17,34.01
24,A,18,38.05
24,A,19,36.39
24,A,20,31.27
24,A,21,33.4
24,A,22,36.11
24,A,23,29.63
24,A,24,34.06
24,A,25,37.2
24,A,26,30.5
24,A,27,33.68
24,A,28,33.44
24,A,29,32.7
24,A,30,35.64
24,A,31,37.45
24,A,32,33.38
24,A,33,32.96
24,A,34,29.93
24,A,35,30.3
24,A,36,28.49
24,A,37,39.08
24,A,38,33.99
24,A,39,37.2
24,A,40,32.5
24,A,41,34.96
24,A,42,38.73
24,A,43,32.18
24,A,44,33.15
24,A,45,34.2
24,A,46,36.68
24,A,47,33.65
24,A,48,38.43
24,A,49,37.33
24,A,50,33.64
24,A,51,38.41
24,A,52,36.31
24,A,53,37.38
24,A,54,32.15
24,A,55,30.5
24,A,56,35.29
24,A,57,35.04
24,A,58,34.83
24,B,59,32.85
24,B,60,38.52
24,B,61,35.62
24,B,62,30.93
24,B,63,36.29
24,B,64,35.31
24,B,65,32.92
24,B,66,37.58
24,B,67,33.66
24,B,68,38.88
24,B,69,35.81
24,B,70,33.44
24,B,71,33.68
24,B,72,40.59
24,B,73,39.47
24,B,74,35.9
24,B,75,34.49
24,B,76,29.83
24,B,77,41.87
24,B,78,36.45
24,B,79,39.02
24,B,80,34.2
24,B,81,35.89
24,B,82,35.32
24,B,83,35.71
24,B,84,33.99
24,B,85,29.92
24,B,86,32.34
24,B,87,37.89
24,B,88,31.51
24,B,89,34.09
24,B,90,33.53
24,B,91,35.31
24,B,92,38.11
24,B,93,38.96
24,B,94,33.97
24,B,95,34.85
24,B,96,40.26
24,B,97,27.43
24,B,98,34.9
24,B,99,39.81
24,B,100,28.3
24,B,101,36.87
24,B,102,34.42
24,B,103,33.33
24,B,104,36.82
24,B,105,39.02
24,B,106,29.83
24,B,107,32.7
24,B,108,36.45
24,B,109,28.88
24,B,110,30.96
24,B,111,32.02
24,B,112,35.29
24,B,113,30.94
24,B,114,34.24
24,B,115,32.21
24,B,116,34.06
25,A,1,42.46
25,A,2,37.22
25,A,3,40.33
25,A,4,45.31
25,A,5,39.35
25,A,6,44.6
25,A,7,38.26
25,A,8,42.87
25,A,9,42.05
25,A,10,40.15
25,A,11,45.64
25,A,12,47.24
25,A,13,42.69
25,A,14,48.24
25,A,15,43.85
25,A,16,46.19
25,A,17,40.59
25,A,18,43.36
25,A,19,46.5
25,A,20,43.46
25,A,21,43.72
25,A,22,40.88
25,A,23,41.48
25,A,24,43.46
25,A,25,38.31
25,A,26,41.88
25,A,27,37.14
25,A,28,44.36
25,A,29,35.91
25,A,30,42.97
25,A,31,38.39
25,A,32,43.36
25,A,33,38.29
25,A,34,41.08
25,A,35,43.52
25,A,36,37.74
25,A,37,37.88
25,A,38,41.82
25,A,39,42.31
25,A,40,44.13
25,A,41,44.04
25,A,42,42.75
25,A,43,41.88
25,A,44,43.99
25,A,45,42.32
25,A,46,39.18
25,A,47,42.1
25,A,48,49.38
25,A,49,44.05
25,A,50,44.4
25,A,51,41.34
25,A,52,40
25,A,53,39.26
25,A,54,42.55
25,A,55,41.07
25,A,56,40.16
25,A,57,42.38
25,A,58,45.63
25,A,59,45.56
25,A,60,46.07
25,B,61,34.42
25,B,62,39.74
25,B,63,47.44
25,B,64,46.61
25,B,65,39.18
25,B,66,39.67
25,B,67,42.11
25,B,68,40.88
25,B,69,40.23
25,B,70,37.08
25,B,71,40.88
25,B,72,40.11
25,B,73,39.5
25,B,74,48.09
25,B,75,36.73
25,B,76,39.78
25,B,77,38.54
25,B,78,39.81
25,B,79,40.16
25,B,80,40.4
25,B,81,44.61
25,B,82,40.63
25,B,83,43.47
25,B,84,44.77
25,B,85,43.33
25,B,86,41.8
25,B,87,45.36
25,B,88,39.95
25,B,89,41.14
25,B,90,36.91
25,B,91,40.5
25,B,92,41.04
25,B,93,44.71
25,B,94,42.68
25,B,95,41.4
25,B,96,40.45
25,B,97,41.35
25,B,98,41.23
25,B,99,43.27
25,B,100,41.9
25,B,101,43.48
25,B,102,46.14
25,B,103,42.67
25,B,104,43.99
25,B,105,45.72
25,B,106,50.49
25,B,107,38.25
25,B,108,42.28
25,B,109,43.72
25,B,110,39.38
25,B,111,39.16
25,B,112,41.67
25,B,113,43.57
25,B,114,43.21
25,B,115,41.43
25,B,116,39.77
25,B,117,44.95
25,B,118,41.68
25,B,119,40.14
25,B,120,41.2
