Study,Trt,Cow,Period,FCM
20,C,8,2,32.79
20,A,8,3,29
20,C,9,1,27.75
20,A,9,2,24.38
20,B,9,3,30.8
21,A,1,1,29.52
21,B,1,2,33.12
21,C,1,3,33.63
21,B,2,1,41.61
21,C,2,2,42.14
21,A,2,3,32.15
21,C,3,1,27.25
21,A,3,2,26.9
21,B,3,3,25.55
21,A,4,1,22.53
21,B,4,2,27.86
21,C,4,3,28.01
21,B,5,1,39.8
21,C,5,2,39.25
21,A,5,3,34.28
21,C,6,1,34.5
21,A,6,2,30.39
21,B,6,3,32.87
21,A,7,1,31.53
21,B,7,2,37.07
21,C,7,3,36.76
21,B,8,1,35.36
21,C,8,2,37.2
21,A,8,3,29.97
21,C,9,1,43.64
21,A,9,2,38.19
21,B,9,3,44.22
21,A,10,1,24.69
21,B,10,2,29.87
21,C,10,3,28.91
21,B,11,1,37.73
21,C,11,2,37.84
21,A,11,3,31.27
21,C,12,1,36.4
21,A,12,2,33.47
21,B,12,3,37.94
21,A,13,1,28.46
21,B,13,2,36.98
21,C,13,3,33.73
21,B,14,1,42.77
21,C,14,2,38.85
21,A,14,3,35.76
21,C,15,1,32.73
21,A,15,2,30.02
21,B,15,3,34.44
21,A,16,1,27.46
21,B,16,2,37.68
21,C,16,3,34.38
21,B,17,1,38.63
21,C,17,2,38.28
21,A,17,3,33.79
21,C,18,1,34.07
21,A,18,2,31.39
21,B,18,3,34.15
21,A,19,1,29.18
21,B,19,2,34.45
21,C,19,3,35.49
21,B,20,1,41.33
21,C,20,2,41.74
21,A,20,3,38.71
21,C,21,1,38.81
21,A,21,2,32.02
21,B,21,3,39.77
21,A,22,1,27.89
21,B,22,2,35.99
21,C,22,3,34.82
21,B,23,1,33.62
21,C,23,2,32.88
21,A,23,3,27.5
21,C,24,1,40.58
21,A,24,2,34.88
21,B,24,3,39.91
21,A,25,1,30.2
21,B,25,2,35.06
21,C,25,3,31.4
21,B,26,1,46.28
21,C,26,2,42.68
21,A,26,3,41.42
21,C,27,1,32.58
21,A,27,2,30.05
21,B,27,3,31.78
21,A,28,1,33.33
21,B,28,2,33.32
21,C,28,3,32.06
21,B,29,1,34.39
21,C,29,2,30.28
21,A,29,3,26.97
21,C,30,1,31.06
21,A,30,2,28.31
21,B,30,3,33.08
22,A,1,1,23.73
22,B,1,2,26.26
22,C,1,3,29.95
22,B,2,1,32.33
22,C,2,2,37.43
22,A,2,3,29.47
22,C,3,1,29.11
22,A,3,2,29.94
22,B,3,3,24.08
22,A,4,1,28.7
22,B,4,2,33.71
22,C,4,3,34.27
22,B,5,1,27.21
22,C,5,2,37.15
22,A,5,3,26.12
22,C,6,1,31.61
22,A,6,2,29.31
22,B,6,3,29.26
22,A,7,1,29
22,B,7,2,30.83
22,C,7,3,36.46
22,B,8,1,26.7
22,C,8,2,32.94
22,A,8,3,25.71
22,C,9,1,34.91
22,A,9,2,31.94
22,B,9,3,30.07
23,A,1,1,31.7
23,B,1,2,35.49
23,C,1,3,32.9
23,B,2,1,42.39
23,C,2,2,43.62
23,A,2,3,35.69
23,C,3,1,32.37
23,A,3,2,36.42
23,B,3,3,32.06
23,A,4,1,34.74
23,B,4,2,35.83
23,C,4,3,33.4
23,B,5,1,35.52
23,C,5,2,38.32
23,A,5,3,33.15
23,C,6,1,38.22
23,A,6,2,36.19
23,B,6,3,33.12
23,A,7,1,34.81
23,B,7,2,40.35
23,C,7,3,37.27
23,B,8,1,33.94
23,C,8,2,34.94
23,A,8,3,31.29
23,C,9,1,35.37
23,A,9,2,32.49
23,B,9,3,29.72
23,A,10,1,34.83
23,B,10,2,35.81
23,C,10,3,34.5
23,B,11,1,33.31
23,C,11,2,33.66
23,A,11,3,27.87
23,C,12,1,35.99
23,A,12,2,33.27
23,B,12,3,32.82
24,A,1,1,25.77
24,B,1,2,24.39
24,C,1,3,30.43
24,B,2,1,30.05
24,C,2,2,33.9
24,A,2,3,33.01
24,C,3,1,22.75
24,A,3,2,26.93
24,B,3,3,26.61
24,A,4,1,32.1
24,B,4,2,36.71
24,C,4,3,36.18
24,B,5,1,24.18
24,C,5,2,28.87
24,A,5,3,28.75
24,C,6,1,27.26
24,A,6,2,27.14
24,B,6,3,24.53
24,A,7,1,27.68
24,B,7,2,27.43
24,C,7,3,33.17
24,B,8,1,26.92
24,C,8,2,30.24
24,A,8,3,26.21
24,C,9,1,31.42
24,A,9,2,31.89
24,B,9,3,30.23
24,A,10,1,25.05
24,B,10,2,31.66
24,C,10,3,31.3
24,B,11,1,24.09
24,C,11,2,28.42
24,A,11,3,25.72
24,C,12,1,34.58
24,A,12,2,34.45
24,B,12,3,31.35
24,A,13,1,32.27
24,B,13,2,32.14
24,C,13,3,32.43
24,B,14,1,20.13
24,C,14,2,28.19
24,A,14,3,21.78
24,C,15,1,32.05
24,A,15,2,31.16
24,B,15,3,27.51
25,A,1,1,25.64
25,B,1,2,24.29
25,C,1,3,26.55
25,B,2,1,22.07
25,C,2,2,27.23
25,A,2,3,26.31
25,C,3,1,28.07
25,A,3,2,29.8
25,B,3,3,25.72
25,A,4,1,26.43
25,B,4,2,23.91
25,C,4,3,30.57
25,B,5,1,29.09
25,C,5,2,34.23
25,A,5,3,31.29
25,C,6,1,24.14
25,A,6,2,24.04
25,B,6,3,23.72
25,A,7,1,24.64
25,B,7,2,23.24
25,C,7,3,27.8
25,B,8,1,22.58
25,C,8,2,28.14
25,A,8,3,25.28
25,C,9,1,26.79
25,A,9,2,25.06
25,B,9,3,29.63
25,A,10,1,27.81
25,B,10,2,25.55
25,C,10,3,30.05
25,B,11,1,20.54
25,C,11,2,28.17
25,A,11,3,24.54
25,C,12,1,22.36
25,A,12,2,24.01
25,B,12,3,22.53
25,A,13,1,31.51
25,B,13,2,30.68
25,C,13,3,29.83
25,B,14,1,24.32
25,C,14,2,28.33
25,A,14,3,25.58
25,C,15,1,27.5
25,A,15,2,25.15
25,B,15,3,22.86
26,A,1,1,24.51
26,B,1,2,22.9
26,C,1,3,31.11
26,B,2,1,20.97
26,C,2,2,26.99
26,A,2,3,24.88
26,C,3,1,31.89
26,A,3,2,24.25
26,B,3,3,23.01
26,A,4,1,25.23
26,B,4,2,26.54
26,C,4,3,33.72
26,B,5,1,30.67
26,C,5,2,34.84
26,A,5,3,28.47
26,C,6,1,32.2
26,A,6,2,23.69
26,B,6,3,30.01
26,A,7,1,24.1
26,B,7,2,24.82
26,C,7,3,30.49
26,B,8,1,29.76
26,C,8,2,32.8
26,A,8,3,27.78
26,C,9,1,31.91
26,A,9,2,24.16
26,B,9,3,27.34
26,A,10,1,24.76
26,B,10,2,23.99
26,C,10,3,30.13
26,B,11,1,27.76
26,C,11,2,34.02
26,A,11,3,26.79
26,C,12,1,30.52
26,A,12,2,20.93
26,B,12,3,24.92
26,A,13,1,24.14
26,B,13,2,24.5
26,C,13,3,31.37
26,B,14,1,24.68
26,C,14,2,27.55
26,A,14,3,25.71
26,C,15,1,27.72
26,A,15,2,21.65
26,B,15,3,22.51
27,A,1,1,31.66
27,B,1,2,34.62
27,C,1,3,31.61
27,B,2,1,34.73
27,C,2,2,31.94
27,A,2,3,30.65
27,C,3,1,31.96
27,A,3,2,31.46
27,B,3,3,38.41
27,A,4,1,33.32
27,B,4,2,37.4
27,C,4,3,32.31
27,B,5,1,36.89
27,C,5,2,34.34
27,A,5,3,34.45
27,C,6,1,35.86
27,A,6,2,34.95
27,B,6,3,39.74
27,A,7,1,39.95
27,B,7,2,40.64
27,C,7,3,37.73
27,B,8,1,33.99
27,C,8,2,30.96
27,A,8,3,32.39
27,C,9,1,37.52
27,A,9,2,32.72
27,B,9,3,37.86
27,A,10,1,35.26
27,B,10,2,37.91
27,C,10,3,33.22
27,B,11,1,35.9
27,C,11,2,30.6
27,A,11,3,31.35
27,C,12,1,30.72
27,A,12,2,30.09
27,B,12,3,34.03
27,A,13,1,30.78
27,B,13,2,34.34
27,C,13,3,30.97
27,B,14,1,35.9
27,C,14,2,35.51
27,A,14,3,34.65
27,C,15,1,35.16
27,A,15,2,34.14
27,B,15,3,35.1
27,A,16,1,34.29
27,B,16,2,39.34
27,C,16,3,35
27,B,17,1,41.21
27,C,17,2,38.21
27,A,17,3,35.53
27,C,18,1,33.99
27,A,18,2,33.87
27,B,18,3,36.37
28,A,1,1,32.52
28,B,1,2,37.57
28,C,1,3,38.27
28,B,2,1,33.56
28,C,2,2,27.01
28,A,2,3,28.93
28,C,3,1,37.88
28,A,3,2,31.47
28,B,3,3,40.23
28,A,4,1,29.08
28,B,4,2,30.44
28,C,4,3,33.6
28,B,5,1,33.47
28,C,5,2,30.64
28,A,5,3,27.75
28,C,6,1,31.98
28,A,6,2,25
28,B,6,3,35.3
28,A,7,1,33.54
28,B,7,2,36.63
28,C,7,3,35.7
28,B,8,1,38.43
28,C,8,2,29.88
28,A,8,3,30
28,C,9,1,33.24
28,A,9,2,21.65
28,B,9,3,33.59
28,A,10,1,27.4
28,B,10,2,26.45
28,C,10,3,28.27
28,B,11,1,35.49
28,C,11,2,30.79
28,A,11,3,30.88
28,C,12,1,32.14
28,A,12,2,25.26
28,B,12,3,32.46
28,A,13,1,31.6
28,B,13,2,33.47
28,C,13,3,36.56
28,B,14,1,33.32
28,C,14,2,28.16
28,A,14,3,26.38
28,C,15,1,30.44
28,A,15,2,23.15
28,B,15,3,32.82
28,A,16,1,29.44
28,B,16,2,34.73
28,C,16,3,32.93
28,B,17,1,31.76
28,C,17,2,26.85
28,A,17,3,27.37
28,C,18,1,31.17
28,A,18,2,24.78
28,B,18,3,29.49
28,A,19,1,31.29
28,B,19,2,34.93
28,C,19,3,36.3
28,B,20,1,32.52
28,C,20,2,28.45
28,A,20,3,28.1
28,C,21,1,36.39
28,A,21,2,28.06
28,B,21,3,35.85
28,A,22,1,27.07
28,B,22,2,31.26
28,C,22,3,29.19
28,B,23,1,39.04
28,C,23,2,32.84
28,A,23,3,29.21
28,C,24,1,33.52
28,A,24,2,25.83
28,B,24,3,32.64
29,A,1,1,35.53
29,B,1,2,37.54
29,C,1,3,36.82
29,B,2,1,36.3
29,C,2,2,30.14
29,A,2,3,32.8
29,C,3,1,37.47
29,A,3,2,33.26
29,B,3,3,36.55
29,A,4,1,35.98
29,B,4,2,36.88
29,C,4,3,38.86
29,B,5,1,34.52
29,C,5,2,30.72
29,A,5,3,30.54
29,C,6,1,30.22
29,A,6,2,26.14
29,B,6,3,32.08
29,A,7,1,30.95
29,B,7,2,26.13
29,C,7,3,27.37
29,B,8,1,36.91
29,C,8,2,34.92
29,A,8,3,36.25
29,C,9,1,35.02
29,A,9,2,30.27
29,B,9,3,31.92
29,A,10,1,29.2
29,B,10,2,28.07
29,C,10,3,31.2
29,B,11,1,36.86
29,C,11,2,37.14
29,A,11,3,33.26
29,C,12,1,34.88
29,A,12,2,30.42
29,B,12,3,33.1
29,A,13,1,34.2
29,B,13,2,32.79
29,C,13,3,31.62
29,B,14,1,32.95
29,C,14,2,28.69
29,A,14,3,30.47
29,C,15,1,34.13
29,A,15,2,29.67
29,B,15,3,30.6
29,A,16,1,37.14
29,B,16,2,35.68
29,C,16,3,40.82
29,B,17,1,34.72
29,C,17,2,33.25
29,A,17,3,32.63
29,C,18,1,34.78
29,A,18,2,33.83
29,B,18,3,37.25
29,A,19,1,27.3
29,B,19,2,29.26
29,C,19,3,26.47
29,B,20,1,35.56
29,C,20,2,33.8
29,A,20,3,34.54
29,C,21,1,32.69
29,A,21,2,27.6
29,B,21,3,30.53
29,A,22,1,34.87
29,B,22,2,35.37
29,C,22,3,35.39
29,B,23,1,31.97
29,C,23,2,27.2
29,A,23,3,26.47
29,C,24,1,39.07
29,A,24,2,37.7
29,B,24,3,40.31
29,A,25,1,36.84
29,B,25,2,35.92
29,C,25,3,37.5
29,B,26,1,30.69
29,C,26,2,26.06
29,A,26,3,28.83
29,C,27,1,34.66
29,A,27,2,31.58
29,B,27,3,37.43
29,A,28,1,34.17
29,B,28,2,31.1
29,C,28,3,32.63
29,B,29,1,36.14
29,C,29,2,30.01
29,A,29,3,31.47
29,C,30,1,38.51
29,A,30,2,35.01
29,B,30,3,39.5
30,A,1,1,31.19
30,B,1,2,35.89
30,C,1,3,33.6
30,B,2,1,25.81
30,C,2,2,30.2
30,A,2,3,28.29
30,C,3,1,31.21
30,A,3,2,32.15
30,B,3,3,34.5
30,A,4,1,29.4
30,B,4,2,31.88
30,C,4,3,33.99
30,B,5,1,31.15
30,C,5,2,32.01
30,A,5,3,33.1
30,C,6,1,32.2
30,A,6,2,32.06
30,B,6,3,32.71
30,A,7,1,23.24
30,B,7,2,23.52
30,C,7,3,24.77
30,B,8,1,28.51
30,C,8,2,34.17
30,A,8,3,34.89
30,C,9,1,28.56
30,A,9,2,31.26
30,B,9,3,32.76
30,A,10,1,29.02
30,B,10,2,29.98
30,C,10,3,31.19
30,B,11,1,22.96
30,C,11,2,26.49
30,A,11,3,29.45
30,C,12,1,23.56
30,A,12,2,29.77
30,B,12,3,25.66
30,A,13,1,25.71
30,B,13,2,30.51
30,C,13,3,32.61
30,B,14,1,24.24
30,C,14,2,28.06
30,A,14,3,26.65
30,C,15,1,27.87
30,A,15,2,32.17
30,B,15,3,31.41
31,A,1,1,36.49
31,B,1,2,38.84
31,C,1,3,32.56
31,B,2,1,29.35
31,C,2,2,32.67
31,A,2,3,31.54
31,C,3,1,31.26
31,A,3,2,34.56
31,B,3,3,26.36
31,A,4,1,34.73
31,B,4,2,33.01
31,C,4,3,30.07
31,B,5,1,35.15
31,C,5,2,34.98
31,A,5,3,35.4
31,C,6,1,31.62
31,A,6,2,34.9
31,B,6,3,24.85
31,A,7,1,33.14
31,B,7,2,33.45
31,C,7,3,31.96
31,B,8,1,31.97
31,C,8,2,33.77
31,A,8,3,33.07
31,C,9,1,27.69
31,A,9,2,30.11
31,B,9,3,25.6
32,A,1,1,34.21
32,B,1,2,30.05
32,C,1,3,28.98
32,B,2,1,38.3
32,C,2,2,41.11
32,A,2,3,35.9
32,C,3,1,36.73
32,A,3,2,33.25
32,B,3,3,30.13
32,A,4,1,34.48
32,B,4,2,28.71
32,C,4,3,28.87
32,B,5,1,32.73
32,C,5,2,36.02
32,A,5,3,34.11
32,C,6,1,36.9
32,A,6,2,36.46
32,B,6,3,31.16
32,A,7,1,35.96
32,B,7,2,30.18
32,C,7,3,28.69
32,B,8,1,33.93
32,C,8,2,33.63
32,A,8,3,35.34
32,C,9,1,38.05
32,A,9,2,35.08
32,B,9,3,30.75
32,A,10,1,33.3
32,B,10,2,28.91
32,C,10,3,28.36
32,B,11,1,32.27
32,C,11,2,32.11
32,A,11,3,30.65
32,C,12,1,36.3
32,A,12,2,35.57
32,B,12,3,30.42
32,A,13,1,35.39
32,B,13,2,32.26
32,C,13,3,31.34
32,B,14,1,29.91
32,C,14,2,30.17
32,A,14,3,27
32,C,15,1,34.49
32,A,15,2,32.05
32,B,15,3,26.21
32,A,16,1,35.41
32,B,16,2,30.93
32,C,16,3,30.23
32,B,17,1,34.03
32,C,17,2,36.57
32,A,17,3,32.67
32,C,18,1,39.57
32,A,18,2,35.23
32,B,18,3,28.48
32,A,19,1,37.45
32,B,19,2,33.38
32,C,19,3,33.5
32,B,20,1,26.74
32,C,20,2,29.76
32,A,20,3,28.09
32,C,21,1,31.95
32,A,21,2,31.29
32,B,21,3,26.88
33,A,1,1,34.13
33,B,1,2,33.1
33,C,1,3,37.57
33,B,2,1,31.81
33,C,2,2,26.33
33,A,2,3,26.48
33,C,3,1,27.23
33,A,3,2,25.67
33,B,3,3,27.59
33,A,4,1,26.5
33,B,4,2,27.55
33,C,4,3,27.74
33,B,5,1,28.67
33,C,5,2,26.06
33,A,5,3,24.31
33,C,6,1,31.03
33,A,6,2,26.21
33,B,6,3,29.6
33,A,7,1,24.29
33,B,7,2,27.5
33,C,7,3,26.93
33,B,8,1,28.05
33,C,8,2,25.21
33,A,8,3,21.11
33,C,9,1,26.04
33,A,9,2,22.51
33,B,9,3,26.42
33,A,10,1,23.52
33,B,10,2,26.6
33,C,10,3,24.58
33,B,11,1,29.11
33,C,11,2,29.08
33,A,11,3,24.48
33,C,12,1,26.69
33,A,12,2,23.39
33,B,12,3,23.41
33,A,13,1,25.56
33,B,13,2,29.17
33,C,13,3,27.09
33,B,14,1,30.28
33,C,14,2,24
33,A,14,3,22.44
33,C,15,1,30.41
33,A,15,2,20.83
33,B,15,3,27.51
33,A,16,1,27.31
33,B,16,2,28.23
33,C,16,3,28.11
33,B,17,1,33.6
33,C,17,2,29.6
33,A,17,3,27.46
33,C,18,1,31.99
33,A,18,2,29.72
33,B,18,3,33.86
33,A,19,1,30.22
33,B,19,2,30.65
33,C,19,3,28.6
33,B,20,1,27.98
33,C,20,2,24.57
33,A,20,3,22.82
33,C,21,1,27.57
33,A,21,2,24.95
33,B,21,3,30.89
33,A,22,1,31.7
33,B,22,2,32.81
33,C,22,3,28.99
33,B,23,1,28.36
33,C,23,2,26.5
33,A,23,3,24.3
33,C,24,1,35.24
33,A,24,2,30.46
33,B,24,3,35.9
34,A,1,1,24.05
34,B,1,2,31.54
34,C,1,3,28.2
34,B,2,1,30.53
34,C,2,2,28.24
34,A,2,3,26.2
34,C,3,1,24.19
34,A,3,2,19.39
34,B,3,3,29.84
34,A,4,1,27.59
34,B,4,2,34.5
34,C,4,3,32.23
34,B,5,1,28.28
34,C,5,2,26.91
34,A,5,3,20.79
34,C,6,1,29.38
34,A,6,2,27.72
34,B,6,3,32.19
35,A,1,1,33.32
35,B,1,2,24.19
35,C,1,3,36.44
35,B,2,1,34.53
35,C,2,2,37.24
35,A,2,3,33.17
35,C,3,1,42.8
35,A,3,2,34.38
35,B,3,3,35.46
35,A,4,1,34.85
35,B,4,2,30.27
35,C,4,3,34.25
35,B,5,1,32.9
35,C,5,2,33.22
35,A,5,3,31.55
35,C,6,1,38.94
35,A,6,2,32.26
35,B,6,3,32.59
35,A,7,1,30.14
35,B,7,2,27.01
35,C,7,3,32.7
35,B,8,1,30.58
35,C,8,2,31.54
35,A,8,3,25.99
35,C,9,1,41.98
35,A,9,2,33.05
35,B,9,3,35.31
35,A,10,1,33.78
35,B,10,2,29.78
35,C,10,3,33.18
35,B,11,1,35.19
35,C,11,2,37.21
35,A,11,3,32.34
35,C,12,1,42.93
35,A,12,2,34.31
35,B,12,3,32.75
35,A,13,1,32.82
35,B,13,2,30.89
35,C,13,3,37.6
35,B,14,1,26.41
35,C,14,2,30.48
35,A,14,3,28.94
35,C,15,1,34.8
35,A,15,2,28.53
35,B,15,3,28.73
35,A,16,1,24.47
35,B,16,2,24.89
35,C,16,3,29.61
35,B,17,1,34.25
35,C,17,2,35.5
35,A,17,3,31.47
35,C,18,1,40.65
35,A,18,2,30.93
35,B,18,3,34.98
35,A,19,1,26.91
35,B,19,2,27.6
35,C,19,3,29.22
35,B,20,1,36.56
35,C,20,2,35.79
35,A,20,3,31.49
35,C,21,1,44.18
35,A,21,2,38.26
35,B,21,3,34.74
36,A,1,1,30.67
36,B,1,2,29.75
36,C,1,3,34.74
36,B,2,1,31.28
36,C,2,2,28.31
36,A,2,3,30.74
36,C,3,1,34.28
36,A,3,2,29.61
36,B,3,3,35.21
36,A,4,1,28.82
36,B,4,2,29.65
36,C,4,3,31.79
36,B,5,1,34.83
36,C,5,2,31.6
36,A,5,3,29.81
36,C,6,1,37.37
36,A,6,2,31.67
36,B,6,3,39.76
36,A,7,1,27.19
36,B,7,2,33.5
36,C,7,3,35.61
36,B,8,1,34.16
36,C,8,2,30.82
36,A,8,3,32.27
36,C,9,1,32.82
36,A,9,2,26.29
36,B,9,3,35.23
36,A,10,1,26.57
36,B,10,2,29.22
36,C,10,3,31.36
36,B,11,1,36.4
36,C,11,2,31.31
36,A,11,3,34.59
36,C,12,1,34.49
36,A,12,2,28.74
36,B,12,3,36.26
36,A,13,1,28.69
36,B,13,2,30
36,C,13,3,31.89
36,B,14,1,25.63
36,C,14,2,21.7
36,A,14,3,20.77
36,C,15,1,35.18
36,A,15,2,31.07
36,B,15,3,40.42
36,A,16,1,30.29
36,B,16,2,32.38
36,C,16,3,33.94
36,B,17,1,39.19
36,C,17,2,37.52
36,A,17,3,34.81
36,C,18,1,34.62
36,A,18,2,27.98
36,B,18,3,36.25
36,A,19,1,31.52
36,B,19,2,34.96
36,C,19,3,35.79
36,B,20,1,29.77
36,C,20,2,22.45
36,A,20,3,25.26
36,C,21,1,31.37
36,A,21,2,25.75
36,B,21,3,31.19
36,A,22,1,37.91
36,B,22,2,37.41
36,C,22,3,39.54
36,B,23,1,33.47
36,C,23,2,29.24
36,A,23,3,29.9
36,C,24,1,33.39
36,A,24,2,30.07
36,B,24,3,34.34
36,A,25,1,28.14
36,B,25,2,29.95
36,C,25,3,30.49
36,B,26,1,38.31
36,C,26,2,37.77
36,A,26,3,37.32
36,C,27,1,34.41
36,A,27,2,27.72
36,B,27,3,37.34
36,A,28,1,29.71
36,B,28,2,28.6
36,C,28,3,35.23
36,B,29,1,30.07
36,C,29,2,23.62
36,A,29,3,25.88
36,C,30,1,25.97
36,A,30,2,23.04
36,B,30,3,28.7
37,A,1,1,27.81
37,B,1,2,28.23
37,C,1,3,24.25
37,B,2,1,28.86
37,C,2,2,21.7
37,A,2,3,26.85
37,C,3,1,26.55
37,A,3,2,26.64
37,B,3,3,26.21
37,A,4,1,29.63
37,B,4,2,30.02
37,C,4,3,26.37
37,B,5,1,38.69
37,C,5,2,33.85
37,A,5,3,37.9
37,C,6,1,28.12
37,A,6,2,30.33
37,B,6,3,30.7
37,A,7,1,33.88
37,B,7,2,33.99
37,C,7,3,28.22
37,B,8,1,27.99
37,C,8,2,26.09
37,A,8,3,33.07
37,C,9,1,21.26
37,A,9,2,25.8
37,B,9,3,23.58
37,A,10,1,30.52
37,B,10,2,34.73
37,C,10,3,30.21
37,B,11,1,27.21
37,C,11,2,26.51
37,A,11,3,30.26
37,C,12,1,26.34
37,A,12,2,32.14
37,B,12,3,30.53
37,A,13,1,31.17
37,B,13,2,32.42
37,C,13,3,30.19
37,B,14,1,28.6
37,C,14,2,26.88
37,A,14,3,31.08
37,C,15,1,25.24
37,A,15,2,31.94
37,B,15,3,30.44
37,A,16,1,37.04
37,B,16,2,35.01
37,C,16,3,31.84
37,B,17,1,30.29
37,C,17,2,26.62
37,A,17,3,30.14
37,C,18,1,24.07
37,A,18,2,27.79
37,B,18,3,25.35
37,A,19,1,34.27
37,B,19,2,35.59
37,C,19,3,31.43
37,B,20,1,33.01
37,C,20,2,28.84
37,A,20,3,34.04
37,C,21,1,25.65
37,A,21,2,28.41
37,B,21,3,30.63
37,A,22,1,31.66
37,B,22,2,34.42
37,C,22,3,29.02
37,B,23,1,25.28
37,C,23,2,24.44
37,A,23,3,28.5
37,C,24,1,31.92
37,A,24,2,35.41
37,B,24,3,36.76
37,A,25,1,31.33
37,B,25,2,32.12
37,C,25,3,29.8
37,B,26,1,36
37,C,26,2,31.25
37,A,26,3,37.3
37,C,27,1,26.83
37,A,27,2,32.37
37,B,27,3,32.81
37,A,28,1,32.73
37,B,28,2,31.58
37,C,28,3,29.86
37,B,29,1,30.4
37,C,29,2,29.37
37,A,29,3,31.09
37,C,30,1,32.36
37,A,30,2,32.34
37,B,30,3,32.56
38,A,1,1,31.96
38,B,1,2,29.52
38,C,1,3,28.64
38,B,2,1,31.92
38,C,2,2,29.07
38,A,2,3,30.89
38,C,3,1,31.49
38,A,3,2,28.12
38,B,3,3,31.27
38,A,4,1,28.3
38,B,4,2,28.76
38,C,4,3,31.43
38,B,5,1,38.53
38,C,5,2,34.93
38,A,5,3,36.47
38,C,6,1,32.43
38,A,6,2,33.93
38,B,6,3,38.87
38,A,7,1,30.48
38,B,7,2,30.27
38,C,7,3,31.98
38,B,8,1,29.83
38,C,8,2,28.17
38,A,8,3,30.93
38,C,9,1,34.74
38,A,9,2,37.33
38,B,9,3,38.93
38,A,10,1,29.27
38,B,10,2,36.49
38,C,10,3,31.55
38,B,11,1,34.38
38,C,11,2,30.72
38,A,11,3,31.45
38,C,12,1,35.67
38,A,12,2,33.96
38,B,12,3,40.06
38,A,13,1,35.46
38,B,13,2,31.67
38,C,13,3,35.73
38,B,14,1,35.69
38,C,14,2,30.8
38,A,14,3,33.39
38,C,15,1,27.64
38,A,15,2,27.22
38,B,15,3,30.61
38,A,16,1,30.23
38,B,16,2,32.03
38,C,16,3,31.91
38,B,17,1,34.06
38,C,17,2,29.8
38,A,17,3,27.34
38,C,18,1,31.31
38,A,18,2,30.66
38,B,18,3,33.59
38,A,19,1,36.68
38,B,19,2,36.34
38,C,19,3,34.06
38,B,20,1,33.48
38,C,20,2,29.84
38,A,20,3,32.51
38,C,21,1,32.59
38,A,21,2,34.36
38,B,21,3,35.14
38,A,22,1,29.97
38,B,22,2,32.01
38,C,22,3,32.7
38,B,23,1,34.19
38,C,23,2,28.45
38,A,23,3,31.42
38,C,24,1,34.87
38,A,24,2,36.63
38,B,24,3,37.29
38,A,25,1,36.23
38,B,25,2,35.57
38,C,25,3,37.12
38,B,26,1,35.87
38,C,26,2,28.15
38,A,26,3,29.73
38,C,27,1,40.53
38,A,27,2,42.06
38,B,27,3,42.45
38,A,28,1,36.07
38,B,28,2,34.22
38,C,28,3,35.39
38,B,29,1,33.5
38,C,29,2,33.7
38,A,29,3,34.26
38,C,30,1,34.36
38,A,30,2,32.22
38,B,30,3,34.49
39,A,1,1,37.54
39,B,1,2,34.73
39,C,1,3,28.02
39,B,2,1,34.09
39,C,2,2,24.01
39,A,2,3,31.62
39,C,3,1,27.48
39,A,3,2,31.29
39,B,3,3,31.17
39,A,4,1,36.75
39,B,4,2,30.02
39,C,4,3,25.29
39,B,5,1,26.41
39,C,5,2,23.25
39,A,5,3,26.91
39,C,6,1,27.46
39,A,6,2,32.17
39,B,6,3,33.52
39,A,7,1,34.1
39,B,7,2,28.27
39,C,7,3,25.62
39,B,8,1,34.34
39,C,8,2,29.74
39,A,8,3,32.76
39,C,9,1,30.47
39,A,9,2,33.68
39,B,9,3,35.45
39,A,10,1,34.56
39,B,10,2,29.31
39,C,10,3,26.05
39,B,11,1,31.95
39,C,11,2,26.35
39,A,11,3,32.24
39,C,12,1,28.51
39,A,12,2,33.24
39,B,12,3,32.62
39,A,13,1,36.07
39,B,13,2,34.13
39,C,13,3,34.55
39,B,14,1,39.59
39,C,14,2,29.08
39,A,14,3,37.56
39,C,15,1,25.77
39,A,15,2,25.51
39,B,15,3,32.05
39,A,16,1,26.97
39,B,16,2,23.46
39,C,16,3,22.21
39,B,17,1,35
39,C,17,2,24.72
39,A,17,3,28.15
39,C,18,1,25.11
39,A,18,2,27.04
39,B,18,3,28.05
39,A,19,1,36.67
39,B,19,2,33.7
39,C,19,3,30.28
39,B,20,1,38.43
39,C,20,2,29.69
39,A,20,3,37.8
39,C,21,1,26.16
39,A,21,2,28.04
39,B,21,3,27.52
40,A,1,1,33.11
40,B,1,2,33.93
40,C,1,3,36.25
40,B,2,1,33.84
40,C,2,2,36.18
40,A,2,3,31.07
40,C,3,1,34.33
40,A,3,2,28.58
40,B,3,3,31.41
40,A,4,1,37.48
40,B,4,2,37.94
40,C,4,3,35.52
40,B,5,1,36.07
40,C,5,2,38.72
40,A,5,3,37.28
40,C,6,1,33.67
40,A,6,2,30.18
40,B,6,3,30.65
40,A,7,1,29.55
40,B,7,2,29.84
40,C,7,3,28.58
40,B,8,1,30.83
40,C,8,2,30.45
40,A,8,3,32.53
40,C,9,1,34.95
40,A,9,2,31.63
40,B,9,3,36.04
40,A,10,1,33.19
40,B,10,2,34.26
40,C,10,3,33.55
40,B,11,1,34.86
40,C,11,2,34.3
40,A,11,3,34.75
40,C,12,1,31.42
40,A,12,2,30.07
40,B,12,3,28.4
