Study,Trt,Cow,Xvar,FCM
13,B,35,1.0842505314470252,36.71
13,B,36,1.0842505314470252,38.79
13,B,37,1.0842505314470252,41.27
13,B,38,1.0842505314470252,40.65
13,B,39,1.0842505314470252,43.53
13,B,40,1.0842505314470252,48.18
13,B,41,1.0842505314470252,39.63
13,B,42,1.0842505314470252,46.41
13,B,43,1.0842505314470252,42.88
13,B,44,1.0842505314470252,46.08
14,A,1,0.3376374748206235,37.49
14,A,2,0.3376374748206235,38.43
14,A,3,0.3376374748206235,39.69
14,A,4,0.3376374748206235,43.61
14,A,5,0.3376374748206235,38.04
14,A,6,0.3376374748206235,46.46
14,A,7,0.3376374748206235,42.16
14,A,8,0.3376374748206235,37.54
14,A,9,0.3376374748206235,37.98
14,A,10,0.3376374748206235,37.64
14,A,11,0.3376374748206235,43.81
14,A,12,0.3376374748206235,50.91
14,A,13,0.3376374748206235,43.81
14,A,14,0.3376374748206235,49.33
14,A,15,0.3376374748206235,36.52
14,A,16,0.3376374748206235,35.21
14,A,17,0.3376374748206235,50.74
14,A,18,0.3376374748206235,48.46
14,A,19,0.3376374748206235,41.14
14,A,20,0.3376374748206235,39.07
14,A,21,0.3376374748206235,37.92
14,A,22,0.3376374748206235,46.57
14,A,23,0.3376374748206235,44.25
14,A,24,0.3376374748206235,46.97
14,A,25,0.3376374748206235,55.79
14,A,26,0.3376374748206235,43.62
14,A,27,0.3376374748206235,45.67
14,A,28,0.3376374748206235,44.03
14,A,29,0.3376374748206235,45.7
14,A,30,0.3376374748206235,51.58
14,A,31,0.3376374748206235,40.12
14,A,32,0.3376374748206235,39.4
14,A,33,0.3376374748206235,42.07
14,A,34,0.3376374748206235,34.53
14,B,35,-0.8203049573770157,43.29
14,B,36,-0.8203049573770157,42.74
14,B,37,-0.8203049573770157,43.53
14,B,38,-0.8203049573770157,35.81
14,B,39,-0.8203049573770157,41.34
14,B,40,-0.8203049573770157,43.61
14,B,41,-0.8203049573770157,42.13
14,B,42,-0.8203049573770157,41.83
14,B,43,-0.8203049573770157,47.97
14,B,44,-0.8203049573770157,33.12
14,B,45,-0.8203049573770157,43.66
14,B,46,-0.8203049573770157,43.22
14,B,47,-0.8203049573770157,41.66
14,B,48,-0.8203049573770157,47.52
14,B,49,-0.8203049573770157,39.68
14,B,50,-0.8203049573770157,37.06
14,B,51,-0.8203049573770157,44.48
14,B,52,-0.8203049573770157,58.34
14,B,53,-0.8203049573770157,51.87
14,B,54,-0.8203049573770157,47.16
14,B,55,-0.8203049573770157,41.03
14,B,56,-0.8203049573770157,49.33
14,B,57,-0.8203049573770157,44.7
14,B,58,-0.8203049573770157,44.57
14,B,59,-0.8203049573770157,35.97
14,B,60,-0.8203049573770157,46.42
14,B,61,-0.8203049573770157,42.83
14,B,62,-0.8203049573770157,42.87
14,B,63,-0.8203049573770157,46.53
14,B,64,-0.8203049573770157,39.85
14,B,65,-0.8203049573770157,43.79
14,B,66,-0.8203049573770157,40.96
14,B,67,-0.8203049573770157,43.76
14,B,68,-0.8203049573770157,36.98
15,A,1,-1.965905696172405,37.03
15,A,2,-1.965905696172405,38.35
15,A,3,-1.965905696172405,40.33
15,A,4,-1.965905696172405,37.19
15,A,5,-1.965905696172405,39.67
15,A,6,-1.965905696172405,31.53
15,A,7,-1.965905696172405,29.47
15,A,8,-1.965905696172405,42.99
15,A,9,-1.965905696172405,34
15,A,10,-1.965905696172405,39.84
15,A,11,-1.965905696172405,43.08
15,A,12,-1.965905696172405,41.58
15,A,13,-1.965905696172405,28.43
15,A,14,-1.965905696172405,43.47
15,A,15,-1.965905696172405,38.64
15,A,16,-1.965905696172405,39.95
15,A,17,-1.965905696172405,46.11
15,A,18,-1.965905696172405,34.91
15,A,19,-1.965905696172405,39.52
15,A,20,-1.965905696172405,37
15,A,21,-1.965905696172405,37.57
15,A,22,-1.965905696172405,33.55
15,A,23,-1.965905696172405,35.38
15,A,24,-1.965905696172405,30.43
15,A,25,-1.965905696172405,33.69
15,A,26,-1.965905696172405,44.14
15,A,27,-1.965905696172405,40.78
15,A,28,-1.965905696172405,36.76
15,A,29,-1.965905696172405,35.54
15,A,30,-1.965905696172405,50.82
15,B,31,-1.885506803681607,47.74
15,B,32,-1.885506803681607,41.19
15,B,33,-1.885506803681607,30.19
15,B,34,-1.885506803681607,48.95
15,B,35,-1.885506803681607,36.98
15,B,36,-1.885506803681607,38.53
15,B,37,-1.885506803681607,41.59
15,B,38,-1.885506803681607,35.06
15,B,39,-1.885506803681607,30.54
15,B,40,-1.885506803681607,38.56
15,B,41,-1.885506803681607,31.34
15,B,42,-1.885506803681607,42.8
15,B,43,-1.885506803681607,35.89
15,B,44,-1.885506803681607,45.51
15,B,45,-1.885506803681607,33.26
15,B,46,-1.885506803681607,40.03
15,B,47,-1.885506803681607,40.38
15,B,48,-1.885506803681607,32.18
15,B,49,-1.885506803681607,43.54
15,B,50,-1.885506803681607,35.44
15,B,51,-1.885506803681607,39.56
15,B,52,-1.885506803681607,39.6
15,B,53,-1.885506803681607,37.52
15,B,54,-1.885506803681607,40.65
15,B,55,-1.885506803681607,37.79
15,B,56,-1.885506803681607,37.77
15,B,57,-1.885506803681607,30.16
15,B,58,-1.885506803681607,43.34
15,B,59,-1.885506803681607,40.4
15,B,60,-1.885506803681607,35.33
16,A,1,-2.3207746068026323,31.8
16,A,2,-2.3207746068026323,37.84
16,A,3,-2.3207746068026323,42.63
16,A,4,-2.3207746068026323,40.58
16,A,5,-2.3207746068026323,46.46
16,A,6,-2.3207746068026323,34.88
16,A,7,-2.3207746068026323,34.58
16,A,8,-2.3207746068026323,39.05
16,A,9,-2.3207746068026323,40.28
16,A,10,-2.3207746068026323,42.29
16,A,11,-2.3207746068026323,42.5
16,A,12,-2.3207746068026323,34.85
16,A,13,-2.3207746068026323,29.24
16,A,14,-2.3207746068026323,39.05
16,A,15,-2.3207746068026323,36.48
16,A,16,-2.3207746068026323,43.19
16,A,17,-2.3207746068026323,38.57
16,A,18,-2.3207746068026323,39.39
16,A,19,-2.3207746068026323,35.83
16,A,20,-2.3207746068026323,43.42
16,A,21,-2.3207746068026323,38.87
16,A,22,-2.3207746068026323,44.8
16,A,23,-2.3207746068026323,32.28
16,A,24,-2.3207746068026323,41.24
16,B,25,0.46246520898861954,36.63
16,B,26,0.46246520898861954,45.12
16,B,27,0.46246520898861954,39.41
16,B,28,0.46246520898861954,39.4
16,B,29,0.46246520898861954,49.41
16,B,30,0.46246520898861954,43.68
16,B,31,0.46246520898861954,34.45
16,B,32,0.46246520898861954,39.56
16,B,33,0.46246520898861954,31.71
16,B,34,0.46246520898861954,44.39
16,B,35,0.46246520898861954,41.34
16,B,36,0.46246520898861954,42.31
16,B,37,0.46246520898861954,43.05
16,B,38,0.46246520898861954,32.19
16,B,39,0.46246520898861954,44.71
16,B,40,0.46246520898861954,37.5
16,B,41,0.46246520898861954,43.72
16,B,42,0.46246520898861954,39.61
16,B,43,0.46246520898861954,50.8
16,B,44,0.46246520898861954,36.47
16,B,45,0.46246520898861954,44.9
16,B,46,0.46246520898861954,34.43
16,B,47,0.46246520898861954,45.34
16,B,48,0.46246520898861954,36.88
17,A,1,0.9958108211774965,52.7
17,A,2,0.9958108211774965,38.74
17,A,3,0.9958108211774965,46.13
17,A,4,0.9958108211774965,33.03
17,A,5,0.9958108211774965,40.69
17,A,6,0.9958108211774965,48.04
17,A,7,0.9958108211774965,39.08
17,A,8,0.9958108211774965,37.46
17,A,9,0.9958108211774965,38.29
17,A,10,0.9958108211774965,42.67
17,A,11,0.9958108211774965,43.35
17,A,12,0.9958108211774965,35.82
17,A,13,0.9958108211774965,52.48
17,A,14,0.9958108211774965,51.22
17,A,15,0.9958108211774965,46.21
17,A,16,0.9958108211774965,40.3
17,A,17,0.9958108211774965,40.42
17,A,18,0.9958108211774965,45.58
17,B,19,-0.007518006395766786,42.65
17,B,20,-0.007518006395766786,43.02
17,B,21,-0.007518006395766786,34.51
17,B,22,-0.007518006395766786,44.49
17,B,23,-0.007518006395766786,43.91
17,B,24,-0.007518006395766786,36.45
17,B,25,-0.007518006395766786,35.16
17,B,26,-0.007518006395766786,43.22
17,B,27,-0.007518006395766786,40.78
17,B,28,-0.007518006395766786,41.66
17,B,29,-0.007518006395766786,41.26
17,B,30,-0.007518006395766786,39.28
17,B,31,-0.007518006395766786,44.99
17,B,32,-0.007518006395766786,46.94
17,B,33,-0.007518006395766786,42.91
17,B,34,-0.007518006395766786,40
17,B,35,-0.007518006395766786,46.46
17,B,36,-0.007518006395766786,47.29
18,A,1,1.1669515787289226,30.83
18,A,2,1.1669515787289226,42.27
18,A,3,1.1669515787289226,32.38
18,A,4,1.1669515787289226,43.06
18,A,5,1.1669515787289226,37
18,A,6,1.1669515787289226,44.96
18,A,7,1.1669515787289226,35.56
18,A,8,1.1669515787289226,43.22
18,A,9,1.1669515787289226,36.95
18,A,10,1.1669515787289226,48.11
18,A,11,1.1669515787289226,40.73
18,A,12,1.1669515787289226,42.54
18,A,13,1.1669515787289226,47.47
18,A,14,1.1669515787289226,40.68
18,A,15,1.1669515787289226,38.24
18,A,16,1.1669515787289226,48.86
18,A,17,1.1669515787289226,43.64
18,A,18,1.1669515787289226,41.51
18,A,19,1.1669515787289226,36.66
18,A,20,1.1669515787289226,39.65
18,A,21,1.1669515787289226,45.39
18,A,22,1.1669515787289226,38.78
18,A,23,1.1669515787289226,41.91
18,A,24,1.1669515787289226,39.33
18,A,25,1.1669515787289226,39.13
18,A,26,1.1669515787289226,48.73
18,A,27,1.1669515787289226,50.8
18,A,28,1.1669515787289226,35.85
18,B,29,-1.1392981190333578,36.25
18,B,30,-1.1392981190333578,41.58
18,B,31,-1.1392981190333578,37.7
18,B,32,-1.1392981190333578,37.13
18,B,33,-1.1392981190333578,32.78
18,B,34,-1.1392981190333578,46.27
18,B,35,-1.1392981190333578,40.64
18,B,36,-1.1392981190333578,36.73
18,B,37,-1.1392981190333578,41.03
18,B,38,-1.1392981190333578,32.94
18,B,39,-1.1392981190333578,35.88
18,B,40,-1.1392981190333578,46.08
18,B,41,-1.1392981190333578,42.48
18,B,42,-1.1392981190333578,43.21
18,B,43,-1.1392981190333578,41.27
18,B,44,-1.1392981190333578,38.23
18,B,45,-1.1392981190333578,45.27
18,B,46,-1.1392981190333578,39.45
18,B,47,-1.1392981190333578,40.81
18,B,48,-1.1392981190333578,40.17
18,B,49,-1.1392981190333578,44.42
18,B,50,-1.1392981190333578,47.19
18,B,51,-1.1392981190333578,34.39
18,B,52,-1.1392981190333578,43.33
18,B,53,-1.1392981190333578,39.28
18,B,54,-1.1392981190333578,45.75
18,B,55,-1.1392981190333578,41.42
18,B,56,-1.1392981190333578,44.78
19,A,1,-0.8651748349735274,45.92
19,A,2,-0.8651748349735274,36.81
19,A,3,-0.8651748349735274,39.1
19,A,4,-0.8651748349735274,34.97
19,A,5,-0.8651748349735274,41.51
19,A,6,-0.8651748349735274,35.43
19,A,7,-0.8651748349735274,43.14
19,A,8,-0.8651748349735274,37.1
19,A,9,-0.8651748349735274,43.82
19,A,10,-0.8651748349735274,38.8
19,A,11,-0.8651748349735274,36.73
19,A,12,-0.8651748349735274,34.03
19,A,13,-0.8651748349735274,28.53
19,A,14,-0.8651748349735274,44.36
19,A,15,-0.8651748349735274,52.6
19,A,16,-0.8651748349735274,35.02
19,A,17,-0.8651748349735274,39.86
19,A,18,-0.8651748349735274,40.47
19,A,19,-0.8651748349735274,37.4
19,A,20,-0.8651748349735274,40.9
19,A,21,-0.8651748349735274,34.58
19,A,22,-0.8651748349735274,44.45
19,A,23,-0.8651748349735274,36.46
19,A,24,-0.8651748349735274,38.83
19,A,25,-0.8651748349735274,44.7
19,A,26,-0.8651748349735274,37.58
19,A,27,-0.8651748349735274,45
19,A,28,-0.8651748349735274,36.88
19,A,29,-0.8651748349735274,32.48
19,A,30,-0.8651748349735274,46.18
19,A,31,-0.8651748349735274,37.94
19,A,32,-0.8651748349735274,36.06
19,A,33,-0.8651748349735274,46.41
19,A,34,-0.8651748349735274,39.71
19,A,35,-0.8651748349735274,39.09
19,A,36,-0.8651748349735274,49.9
19,A,37,-0.8651748349735274,41.67
19,A,38,-0.8651748349735274,40.07
19,B,39,-0.31378501070771514,42.32
19,B,40,-0.31378501070771514,35.2
19,B,41,-0.31378501070771514,47.43
19,B,42,-0.31378501070771514,48.54
19,B,43,-0.31378501070771514,44.21
19,B,44,-0.31378501070771514,38.42
19,B,45,-0.31378501070771514,41.15
19,B,46,-0.31378501070771514,44.43
19,B,47,-0.31378501070771514,32.56
19,B,48,-0.31378501070771514,44.91
19,B,49,-0.31378501070771514,44.95
19,B,50,-0.31378501070771514,41.1
19,B,51,-0.31378501070771514,43.78
19,B,52,-0.31378501070771514,35.4
19,B,53,-0.31378501070771514,35.29
19,B,54,-0.31378501070771514,49.9
19,B,55,-0.31378501070771514,37.85
19,B,56,-0.31378501070771514,38.84
19,B,57,-0.31378501070771514,39.62
19,B,58,-0.31378501070771514,52.87
19,B,59,-0.31378501070771514,35.59
19,B,60,-0.31378501070771514,36.25
19,B,61,-0.31378501070771514,37.27
19,B,62,-0.31378501070771514,38.42
19,B,63,-0.31378501070771514,40.6
19,B,64,-0.31378501070771514,29.96
19,B,65,-0.31378501070771514,40.08
19,B,66,-0.31378501070771514,40.94
19,B,67,-0.31378501070771514,31.89
19,B,68,-0.31378501070771514,50
19,B,69,-0.31378501070771514,47.66
19,B,70,-0.31378501070771514,42.27
19,B,71,-0.31378501070771514,47.76
19,B,72,-0.31378501070771514,41.63
19,B,73,-0.31378501070771514,52.21
19,B,74,-0.31378501070771514,39.15
19,B,75,-0.31378501070771514,38.73
19,B,76,-0.31378501070771514,42
20,A,1,-1.390946513569097,35.76
20,A,2,-1.390946513569097,39.3
20,A,3,-1.390946513569097,41.17
20,A,4,-1.390946513569097,40.34
20,A,5,-1.390946513569097,34.79
20,A,6,-1.390946513569097,42.58
20,A,7,-1.390946513569097,40.65
20,A,8,-1.390946513569097,47.53
20,A,9,-1.390946513569097,34.29
20,A,10,-1.390946513569097,41.22
20,A,11,-1.390946513569097,32.53
20,A,12,-1.390946513569097,31.11
20,A,13,-1.390946513569097,35.41
20,A,14,-1.390946513569097,38.59
20,A,15,-1.390946513569097,37.74
20,A,16,-1.390946513569097,34.21
20,B,17,0.7766036389197857,33.75
20,B,18,0.7766036389197857,40.27
20,B,19,0.7766036389197857,37.89
20,B,20,0.7766036389197857,45.44
20,B,21,0.7766036389197857,47.11
20,B,22,0.7766036389197857,48.15
20,B,23,0.7766036389197857,44.35
20,B,24,0.7766036389197857,37.06
20,B,25,0.7766036389197857,38.24
20,B,26,0.7766036389197857,47.9
20,B,27,0.7766036389197857,40.38
20,B,28,0.7766036389197857,36.72
20,B,29,0.7766036389197857,50.24
20,B,30,0.7766036389197857,41.57
20,B,31,0.7766036389197857,40.43
20,B,32,0.7766036389197857,36.86
21,A,1,-1.332630847294145,42.01
21,A,2,-1.332630847294145,42.93
21,A,3,-1.332630847294145,38.74
21,A,4,-1.332630847294145,36.61
21,A,5,-1.332630847294145,38.57
21,A,6,-1.332630847294145,32.66
21,A,7,-1.332630847294145,44.7
21,A,8,-1.332630847294145,36.52
21,A,9,-1.332630847294145,43.66
21,A,10,-1.332630847294145,42.96
21,A,11,-1.332630847294145,46.41
21,A,12,-1.332630847294145,47.14
21,A,13,-1.332630847294145,41.23
21,A,14,-1.332630847294145,36.46
21,A,15,-1.332630847294145,30.79
21,A,16,-1.332630847294145,39.88
21,A,17,-1.332630847294145,50.26
21,A,18,-1.332630847294145,36.21
21,A,19,-1.332630847294145,35.76
21,A,20,-1.332630847294145,41.39
21,A,21,-1.332630847294145,50.62
21,A,22,-1.332630847294145,38.65
21,A,23,-1.332630847294145,35.2
21,A,24,-1.332630847294145,31.35
21,A,25,-1.332630847294145,39.74
21,A,26,-1.332630847294145,47.67
21,A,27,-1.332630847294145,42.78
21,A,28,-1.332630847294145,37.13
21,A,29,-1.332630847294145,42.29
21,A,30,-1.332630847294145,43.42
21,A,31,-1.332630847294145,39.3
21,A,32,-1.332630847294145,38.57
21,A,33,-1.332630847294145,31.04
21,A,34,-1.332630847294145,51.89
21,A,35,-1.332630847294145,42.83
21,A,36,-1.332630847294145,40.33
21,A,37,-1.332630847294145,39.08
21,A,38,-1.332630847294145,42.53
21,A,39,-1.332630847294145,40.02
21,A,40,-1.332630847294145,41.73
21,B,41,-1.2260990783271521,39.72
21,B,42,-1.2260990783271521,42.44
21,B,43,-1.2260990783271521,43.87
21,B,44,-1.2260990783271521,53.24
21,B,45,-1.2260990783271521,47.9
21,B,46,-1.2260990783271521,33.2
21,B,47,-1.2260990783271521,40.12
21,B,48,-1.2260990783271521,41.97
21,B,49,-1.2260990783271521,36.89
21,B,50,-1.2260990783271521,41.24
21,B,51,-1.2260990783271521,39.71
21,B,52,-1.2260990783271521,40.58
21,B,53,-1.2260990783271521,40.8
21,B,54,-1.2260990783271521,35.74
21,B,55,-1.2260990783271521,42.11
21,B,56,-1.2260990783271521,39.65
21,B,57,-1.2260990783271521,39.61
21,B,58,-1.2260990783271521,35.49
21,B,59,-1.2260990783271521,39.94
21,B,60,-1.2260990783271521,41.17
21,B,61,-1.2260990783271521,40.55
21,B,62,-1.2260990783271521,33.94
21,B,63,-1.2260990783271521,38.88
21,B,64,-1.2260990783271521,36.85
21,B,65,-1.2260990783271521,48.49
21,B,66,-1.2260990783271521,35.92
21,B,67,-1.2260990783271521,49.9
21,B,68,-1.2260990783271521,38.8
21,B,69,-1.2260990783271521,37.8
21,B,70,-1.2260990783271521,46.79
21,B,71,-1.2260990783271521,54.96
21,B,72,-1.2260990783271521,36.74
21,B,73,-1.2260990783271521,43.73
21,B,74,-1.2260990783271521,42
21,B,75,-1.2260990783271521,37.02
21,B,76,-1.2260990783271521,41.52
21,B,77,-1.2260990783271521,37.13
21,B,78,-1.2260990783271521,47.04
21,B,79,-1.2260990783271521,36.35
21,B,80,-1.2260990783271521,42.27
22,A,1,-0.1388397558109453,30.31
22,A,2,-0.1388397558109453,32.41
22,A,3,-0.1388397558109453,43.76
22,A,4,-0.1388397558109453,43.17
22,A,5,-0.1388397558109453,38.12
22,A,6,-0.1388397558109453,41.23
22,A,7,-0.1388397558109453,41.21
22,A,8,-0.1388397558109453,39.29
22,A,9,-0.1388397558109453,46.78
22,A,10,-0.1388397558109453,38.88
22,A,11,-0.1388397558109453,33.76
22,A,12,-0.1388397558109453,41.66
22,A,13,-0.1388397558109453,36.33
22,A,14,-0.1388397558109453,45.6
22,A,15,-0.1388397558109453,29.34
22,A,16,-0.1388397558109453,39.02
22,A,17,-0.1388397558109453,24.62
22,A,18,-0.1388397558109453,38.95
22,A,19,-0.1388397558109453,40.4
22,A,20,-0.1388397558109453,35.35
22,A,21,-0.1388397558109453,40.65
22,A,22,-0.1388397558109453,37.94
22,A,23,-0.1388397558109453,35.04
22,A,24,-0.1388397558109453,41.19
22,A,25,-0.1388397558109453,36.76
22,A,26,-0.1388397558109453,41.38
22,A,27,-0.1388397558109453,37.22
22,A,28,-0.1388397558109453,41
22,A,29,-0.1388397558109453,32.72
22,A,30,-0.1388397558109453,40.98
22,A,31,-0.1388397558109453,39.84
22,A,32,-0.1388397558109453,42.6
22,A,33,-0.1388397558109453,45.47
22,A,34,-0.1388397558109453,45.66
22,B,35,-0.5675075283585,38.11
22,B,36,-0.5675075283585,27.66
22,B,37,-0.5675075283585,31.53
22,B,38,-0.5675075283585,35.96
22,B,39,-0.5675075283585,36.72
22,B,40,-0.5675075283585,38.91
22,B,41,-0.5675075283585,45.79
22,B,42,-0.5675075283585,28.39
22,B,43,-0.5675075283585,35.01
22,B,44,-0.5675075283585,38.83
22,B,45,-0.5675075283585,50.13
22,B,46,-0.5675075283585,28.86
22,B,47,-0.5675075283585,40.1
22,B,48,-0.5675075283585,37.31
22,B,49,-0.5675075283585,39.33
22,B,50,-0.5675075283585,28.85
22,B,51,-0.5675075283585,36.97
22,B,52,-0.5675075283585,34.73
22,B,53,-0.5675075283585,27.73
22,B,54,-0.5675075283585,35.22
22,B,55,-0.5675075283585,38.58
22,B,56,-0.5675075283585,38.62
22,B,57,-0.5675075283585,35.34
22,B,58,-0.5675075283585,39.27
22,B,59,-0.5675075283585,40.27
22,B,60,-0.5675075283585,34.18
22,B,61,-0.5675075283585,40.53
22,B,62,-0.5675075283585,33.82
22,B,63,-0.5675075283585,37.65
22,B,64,-0.5675075283585,33.82
22,B,65,-0.5675075283585,38.16
22,B,66,-0.5675075283585,39.82
22,B,67,-0.5675075283585,29.83
22,B,68,-0.5675075283585,39.19
23,A,1,0.31771647692565824,39.18
23,A,2,0.31771647692565824,38.39
23,A,3,0.31771647692565824,42.68
23,A,4,0.31771647692565824,38.67
23,A,5,0.31771647692565824,32.24
23,A,6,0.31771647692565824,30.31
23,A,7,0.31771647692565824,34.49
23,A,8,0.31771647692565824,48.49
23,A,9,0.31771647692565824,31.49
23,A,10,0.31771647692565824,36.34
23,A,11,0.31771647692565824,30.34
23,A,12,0.31771647692565824,36.33
23,A,13,0.31771647692565824,31.46
23,A,14,0.31771647692565824,33.13
23,A,15,0.31771647692565824,46.25
23,A,16,0.31771647692565824,35.96
23,A,17,0.31771647692565824,38.99
23,A,18,0.31771647692565824,33.4
23,A,19,0.31771647692565824,42.98
23,A,20,0.31771647692565824,37.45
23,A,21,0.31771647692565824,41.28
23,A,22,0.31771647692565824,45.62
23,A,23,0.31771647692565824,36.9
23,A,24,0.31771647692565824,34.75
23,A,25,0.31771647692565824,35.43
23,A,26,0.31771647692565824,38.04
23,A,27,0.31771647692565824,44.54
23,A,28,0.31771647692565824,38.35
23,A,29,0.31771647692565824,46.88
23,A,30,0.31771647692565824,39.28
23,A,31,0.31771647692565824,40.88
23,A,32,0.31771647692565824,32.55
23,A,33,0.31771647692565824,37.27
23,A,34,0.31771647692565824,32.59
23,B,35,-1.8248740576752234,43.65
23,B,36,-1.8248740576752234,32.89
23,B,37,-1.8248740576752234,42.32
23,B,38,-1.8248740576752234,44.66
23,B,39,-1.8248740576752234,43.15
23,B,40,-1.8248740576752234,42.88
23,B,41,-1.8248740576752234,43.97
23,B,42,-1.8248740576752234,37.05
23,B,43,-1.8248740576752234,27.85
23,B,44,-1.8248740576752234,31.34
23,B,45,-1.8248740576752234,42.88
23,B,46,-1.8248740576752234,47.05
23,B,47,-1.8248740576752234,36.93
23,B,48,-1.8248740576752234,35.69
23,B,49,-1.8248740576752234,32.67
23,B,50,-1.8248740576752234,47.5
23,B,51,-1.8248740576752234,37.79
23,B,52,-1.8248740576752234,42.61
23,B,53,-1.8248740576752234,33.59
23,B,54,-1.8248740576752234,38.32
23,B,55,-1.8248740576752234,45.35
23,B,56,-1.8248740576752234,35.3
23,B,57,-1.8248740576752234,35.4
23,B,58,-1.8248740576752234,30.64
23,B,59,-1.8248740576752234,35.68
23,B,60,-1.8248740576752234,46.65
23,B,61,-1.8248740576752234,37.14
23,B,62,-1.8248740576752234,42.67
23,B,63,-1.8248740576752234,42.96
23,B,64,-1.8248740576752234,44.19
23,B,65,-1.8248740576752234,32.33
23,B,66,-1.8248740576752234,39.31
23,B,67,-1.8248740576752234,39.51
23,B,68,-1.8248740576752234,40.78
24,A,1,0.09332094674687035,41.93
24,A,2,0.09332094674687035,46.25
24,A,3,0.09332094674687035,50.69
24,A,4,0.09332094674687035,42.89
24,A,5,0.09332094674687035,36.57
24,A,6,0.09332094674687035,49.96
24,A,7,0.09332094674687035,41.87
24,A,8,0.09332094674687035,41.69
24,A,9,0.09332094674687035,41.95
24,A,10,0.09332094674687035,51.53
24,A,11,0.09332094674687035,47.35
24,A,12,0.09332094674687035,39.53
24,A,13,0.09332094674687035,47.04
24,A,14,0.09332094674687035,45.93
24,A,15,0.09332094674687035,41.69
24,A,16,0.09332094674687035,56
24,A,17,0.09332094674687035,38.44
24,A,18,0.09332094674687035,36.08
24,A,19,0.09332094674687035,39
24,A,20,0.09332094674687035,39.41
24,A,21,0.09332094674687035,53.5
24,A,22,0.09332094674687035,42.97
24,A,23,0.09332094674687035,42.9
24,A,24,0.09332094674687035,46.02
24,A,25,0.09332094674687035,54.94
24,A,26,0.09332094674687035,36.69
24,A,27,0.09332094674687035,37.11
24,A,28,0.09332094674687035,47.33
24,A,29,0.09332094674687035,42.27
24,A,30,0.09332094674687035,35.25
24,A,31,0.09332094674687035,40.86
24,A,32,0.09332094674687035,48.2
24,B,33,0.33486756973195475,47.73
24,B,34,0.33486756973195475,48.29
24,B,35,0.33486756973195475,46.76
24,B,36,0.33486756973195475,39.51
24,B,37,0.33486756973195475,48.12
24,B,38,0.33486756973195475,45.46
24,B,39,0.33486756973195475,45.42
24,B,40,0.33486756973195475,36.42
24,B,41,0.33486756973195475,35.27
24,B,42,0.33486756973195475,39.56
24,B,43,0.33486756973195475,49.58
24,B,44,0.33486756973195475,39.63
24,B,45,0.33486756973195475,41.8
24,B,46,0.33486756973195475,43.86
24,B,47,0.33486756973195475,35.77
24,B,48,0.33486756973195475,47.95
24,B,49,0.33486756973195475,49.32
24,B,50,0.33486756973195475,41.7
24,B,51,0.33486756973195475,39.29
24,B,52,0.33486756973195475,42.35
24,B,53,0.33486756973195475,43.54
24,B,54,0.33486756973195475,49.25
24,B,55,0.33486756973195475,38.76
24,B,56,0.33486756973195475,55.59
24,B,57,0.33486756973195475,51.13
24,B,58,0.33486756973195475,39.11
24,B,59,0.33486756973195475,43.69
24,B,60,0.33486756973195475,42.05
24,B,61,0.33486756973195475,42.27
24,B,62,0.33486756973195475,46.93
24,B,63,0.33486756973195475,40.56
24,B,64,0.33486756973195475,49.49
25,A,1,0.03781619554363153,42.76
25,A,2,0.03781619554363153,43.16
25,A,3,0.03781619554363153,42.5
25,A,4,0.03781619554363153,44.42
25,A,5,0.03781619554363153,47.36
25,A,6,0.03781619554363153,43.69
25,A,7,0.03781619554363153,43.19
25,A,8,0.03781619554363153,48.34
25,A,9,0.03781619554363153,42.55
25,A,10,0.03781619554363153,34.44
25,A,11,0.03781619554363153,37.16
25,A,12,0.03781619554363153,44.17
25,A,13,0.03781619554363153,43.28
25,A,14,0.03781619554363153,40.43
25,A,15,0.03781619554363153,47.83
25,A,16,0.03781619554363153,40.95
25,A,17,0.03781619554363153,39.15
25,A,18,0.03781619554363153,43.29
25,A,19,0.03781619554363153,44.93
25,A,20,0.03781619554363153,38.94
25,A,21,0.03781619554363153,41.5
25,A,22,0.03781619554363153,39.37
25,A,23,0.03781619554363153,40.68
25,A,24,0.03781619554363153,45.27
25,A,25,0.03781619554363153,47.09
25,A,26,0.03781619554363153,35.49
25,A,27,0.03781619554363153,44.25
25,A,28,0.03781619554363153,43.86
25,A,29,0.03781619554363153,40.36
25,A,30,0.03781619554363153,34.34
25,A,31,0.03781619554363153,32.71
25,A,32,0.03781619554363153,45.87
25,A,33,0.03781619554363153,46.68
25,A,34,0.03781619554363153,34.1
25,A,35,0.03781619554363153,44.74
25,A,36,0.03781619554363153,47.33
25,A,37,0.03781619554363153,52.13
25,A,38,0.03781619554363153,34.19
25,A,39,0.03781619554363153,33.02
25,A,40,0.03781619554363153,39.99
25,B,41,-0.9165551170700811,38.89
25,B,42,-0.9165551170700811,36.55
25,B,43,-0.9165551170700811,42.33
25,B,44,-0.9165551170700811,44.72
25,B,45,-0.9165551170700811,50.63
25,B,46,-0.9165551170700811,26.98
25,B,47,-0.9165551170700811,40.99
25,B,48,-0.9165551170700811,36.76
25,B,49,-0.9165551170700811,41.99
25,B,50,-0.9165551170700811,49.23
25,B,51,-0.9165551170700811,40.73
25,B,52,-0.9165551170700811,42.96
25,B,53,-0.9165551170700811,38.87
25,B,54,-0.9165551170700811,41.92
25,B,55,-0.9165551170700811,45.49
