Study,Trt,Cow,Period,FCM
13,B,23,3,34.51
13,B,24,1,36.56
13,A,24,2,40.87
13,C,24,3,47.07
13,A,25,1,43.9
13,B,25,2,49.56
13,C,25,3,42.29
13,B,26,1,47.7
13,C,26,2,38.43
13,A,26,3,36.46
13,C,27,1,34.81
13,A,27,2,38.09
13,B,27,3,35.86
13,C,28,1,29.8
13,B,28,2,32.63
13,A,28,3,30.27
13,A,29,1,35.48
13,C,29,2,36.54
13,B,29,3,33.98
13,B,30,1,36.58
13,A,30,2,35.01
13,C,30,3,39.51
13,A,31,1,34.1
13,B,31,2,40.56
13,C,31,3,39.2
13,B,32,1,36.39
13,C,32,2,26.59
13,A,32,3,33.81
13,C,33,1,37.49
13,A,33,2,40.87
13,B,33,3,45.13
13,C,34,1,39.83
13,B,34,2,43.86
13,A,34,3,47.02
13,A,35,1,29.73
13,C,35,2,32.55
13,B,35,3,31.97
13,B,36,1,47.07
13,A,36,2,41.66
13,C,36,3,40.74
14,A,1,1,43.41
14,B,1,2,40.03
14,C,1,3,47.03
14,B,2,1,40.3
14,C,2,2,44.49
14,A,2,3,48.51
14,C,3,1,39.75
14,A,3,2,46.6
14,B,3,3,47.39
14,C,4,1,26.58
14,B,4,2,29.98
14,A,4,3,33.34
14,A,5,1,45.9
14,C,5,2,31.03
14,B,5,3,44.19
14,B,6,1,25.6
14,A,6,2,35.45
14,C,6,3,28.55
14,A,7,1,41.1
14,B,7,2,28.91
14,C,7,3,28.58
14,B,8,1,49.38
14,C,8,2,44.39
14,A,8,3,55.6
14,C,9,1,38.4
14,A,9,2,40.52
14,B,9,3,49.43
14,C,10,1,30.48
14,B,10,2,34.44
14,A,10,3,52.04
14,A,11,1,34.67
14,C,11,2,43
14,B,11,3,48.99
14,B,12,1,38.23
14,A,12,2,39.38
14,C,12,3,43.66
14,A,13,1,51.82
14,B,13,2,45.14
14,C,13,3,50.42
14,B,14,1,40.85
14,C,14,2,33.06
14,A,14,3,38.27
14,C,15,1,27.62
14,A,15,2,42.17
14,B,15,3,38.21
14,C,16,1,27.01
14,B,16,2,31.36
14,A,16,3,37.67
14,A,17,1,40.71
14,C,17,2,39.77
14,B,17,3,41.24
14,B,18,1,48.44
14,A,18,2,46.44
14,C,18,3,43.94
15,A,1,1,41.96
15,B,1,2,48.96
15,C,1,3,38.97
15,B,2,1,55.48
15,C,2,2,53.61
15,A,2,3,54.35
15,C,3,1,34.11
15,A,3,2,58.41
15,B,3,3,45.11
15,C,4,1,52.22
15,B,4,2,48.79
15,A,4,3,48.41
15,A,5,1,39.76
15,C,5,2,38.69
15,B,5,3,30.97
15,B,6,1,34.45
15,A,6,2,42.65
15,C,6,3,37.45
15,A,7,1,35.96
15,B,7,2,37.15
15,C,7,3,47.83
15,B,8,1,40.73
15,C,8,2,29.9
15,A,8,3,30.81
15,C,9,1,42.6
15,A,9,2,45.27
15,B,9,3,42.07
15,C,10,1,40.49
15,B,10,2,33.11
15,A,10,3,29.46
15,A,11,1,44.84
15,C,11,2,38.43
15,B,11,3,42.51
15,B,12,1,39.59
15,A,12,2,38.98
15,C,12,3,37.69
15,A,13,1,48.18
15,B,13,2,53.12
15,C,13,3,41.48
15,B,14,1,30.53
15,C,14,2,31.07
15,A,14,3,56.54
15,C,15,1,40.61
15,A,15,2,44.75
15,B,15,3,36.77
15,C,16,1,44.89
15,B,16,2,43.99
15,A,16,3,39.67
15,A,17,1,31
15,C,17,2,40.01
15,B,17,3,35.47
15,B,18,1,42.46
15,A,18,2,50.25
15,C,18,3,55.48
15,A,19,1,32.24
15,B,19,2,57.26
15,C,19,3,52.47
15,B,20,1,52.97
15,C,20,2,55.87
15,A,20,3,53.18
15,C,21,1,39.79
15,A,21,2,47.3
15,B,21,3,29.94
15,C,22,1,42.55
15,B,22,2,38.25
15,A,22,3,41.87
15,A,23,1,42.21
15,C,23,2,50.43
15,B,23,3,43.32
15,B,24,1,41.73
15,A,24,2,53.72
15,C,24,3,46.15
15,A,25,1,40.98
15,B,25,2,49.86
15,C,25,3,46.75
15,B,26,1,39.22
15,C,26,2,42.09
15,A,26,3,37.27
15,C,27,1,48.38
15,A,27,2,40.73
15,B,27,3,46.49
15,C,28,1,41.76
15,B,28,2,39
15,A,28,3,51.42
15,A,29,1,30.04
15,C,29,2,37.71
15,B,29,3,31.56
15,B,30,1,26.66
15,A,30,2,48.46
15,C,30,3,36.7
15,A,31,1,36.72
15,B,31,2,31.14
15,C,31,3,23.85
15,B,32,1,50.74
15,C,32,2,49.79
15,A,32,3,62.83
15,C,33,1,27.07
15,A,33,2,35.43
15,B,33,3,26.09
15,C,34,1,37.09
15,B,34,2,19.03
15,A,34,3,32.34
15,A,35,1,49.65
15,C,35,2,39.51
15,B,35,3,42.82
15,B,36,1,28.54
15,A,36,2,32.78
15,C,36,3,35.53
15,A,37,1,33.03
15,B,37,2,34.16
15,C,37,3,32.75
15,B,38,1,43.39
15,C,38,2,38.12
15,A,38,3,42.83
15,C,39,1,47.99
15,A,39,2,38.6
15,B,39,3,40.18
15,C,40,1,43.72
15,B,40,2,42.55
15,A,40,3,41.77
15,A,41,1,29.65
15,C,41,2,31.44
15,B,41,3,27.92
15,B,42,1,35.02
15,A,42,2,35.11
15,C,42,3,32.2
15,A,43,1,44.18
15,B,43,2,36.04
15,C,43,3,42.36
15,B,44,1,27.96
15,C,44,2,28.87
15,A,44,3,40.77
15,C,45,1,26.12
15,A,45,2,42.81
15,B,45,3,37.45
15,C,46,1,36.51
15,B,46,2,43.33
15,A,46,3,42.28
15,A,47,1,49.59
15,C,47,2,49.19
15,B,47,3,42.03
15,B,48,1,28.66
15,A,48,2,45.07
15,C,48,3,44.95
15,A,49,1,41.86
15,B,49,2,45.21
15,C,49,3,38.55
15,B,50,1,34.71
15,C,50,2,38.32
15,A,50,3,30.77
15,C,51,1,31.34
15,A,51,2,48.17
15,B,51,3,38.21
15,C,52,1,38.97
15,B,52,2,26.11
15,A,52,3,40.66
15,A,53,1,28.16
15,C,53,2,29.54
15,B,53,3,28.83
15,B,54,1,35.35
15,A,54,2,43.47
15,C,54,3,41.68
16,A,1,1,31.62
16,B,1,2,42.81
16,C,1,3,29.48
16,B,2,1,44.11
16,C,2,2,36.27
16,A,2,3,45.18
16,C,3,1,38.06
16,A,3,2,37.44
16,B,3,3,42.99
16,C,4,1,37.01
16,B,4,2,43.25
16,A,4,3,49.04
16,A,5,1,43.7
16,C,5,2,48.76
16,B,5,3,44.85
16,B,6,1,49.75
16,A,6,2,52.58
16,C,6,3,46.48
16,A,7,1,33.18
16,B,7,2,33.5
16,C,7,3,36.58
16,B,8,1,49.99
16,C,8,2,41.14
16,A,8,3,45.06
16,C,9,1,38.98
16,A,9,2,59.75
16,B,9,3,49.75
16,C,10,1,42.14
16,B,10,2,53.46
16,A,10,3,41.08
16,A,11,1,45.91
16,C,11,2,48.8
16,B,11,3,52.73
16,B,12,1,47.4
16,A,12,2,46.21
16,C,12,3,48.48
16,A,13,1,42.43
16,B,13,2,44.14
16,C,13,3,38.97
16,B,14,1,45.1
16,C,14,2,35.45
16,A,14,3,39.61
16,C,15,1,39.98
16,A,15,2,42.02
16,B,15,3,45.6
16,C,16,1,46.93
16,B,16,2,36.56
16,A,16,3,32.68
16,A,17,1,55.68
16,C,17,2,40.03
16,B,17,3,54
16,B,18,1,41.98
16,A,18,2,40.68
16,C,18,3,40.25
16,A,19,1,35.17
16,B,19,2,40.2
16,C,19,3,41.66
16,B,20,1,35.28
16,C,20,2,51.61
16,A,20,3,39.76
16,C,21,1,27.6
16,A,21,2,37.75
16,B,21,3,31.61
16,C,22,1,26.28
16,B,22,2,37.28
16,A,22,3,44.88
16,A,23,1,38.74
16,C,23,2,41.81
16,B,23,3,27.55
16,B,24,1,45.53
16,A,24,2,51.45
16,C,24,3,50.72
16,A,25,1,33.75
16,B,25,2,43.26
16,C,25,3,43.5
16,B,26,1,58.19
16,C,26,2,57.33
16,A,26,3,59.57
16,C,27,1,46.55
16,A,27,2,42.12
16,B,27,3,56.48
16,C,28,1,33.99
16,B,28,2,34.76
16,A,28,3,38.64
16,A,29,1,50.09
16,C,29,2,48.58
16,B,29,3,55.15
16,B,30,1,41.94
16,A,30,2,47.26
16,C,30,3,40.98
16,A,31,1,45.87
16,B,31,2,47.76
16,C,31,3,42.52
16,B,32,1,36.5
16,C,32,2,51.08
16,A,32,3,43.64
16,C,33,1,33.37
16,A,33,2,41.21
16,B,33,3,37.53
16,C,34,1,28.21
16,B,34,2,38.79
16,A,34,3,33.97
16,A,35,1,49.4
16,C,35,2,41.25
16,B,35,3,36.64
16,B,36,1,39.51
16,A,36,2,43.95
16,C,36,3,42.68
16,A,37,1,47.32
16,B,37,2,46.81
16,C,37,3,43.7
16,B,38,1,51.88
16,C,38,2,50.29
16,A,38,3,46.84
16,C,39,1,32.18
16,A,39,2,39.58
16,B,39,3,48.39
16,C,40,1,29.62
16,B,40,2,41.22
16,A,40,3,39.83
16,A,41,1,26.8
16,C,41,2,33.84
16,B,41,3,39.74
16,B,42,1,33.67
16,A,42,2,34.62
16,C,42,3,30.71
16,A,43,1,39.41
16,B,43,2,41.99
16,C,43,3,29.5
16,B,44,1,48.75
16,C,44,2,46.35
16,A,44,3,45.13
16,C,45,1,48
16,A,45,2,54.56
16,B,45,3,52.75
16,C,46,1,37.7
16,B,46,2,36.08
16,A,46,3,28.01
16,A,47,1,39.07
16,C,47,2,41.63
16,B,47,3,50.12
16,B,48,1,34.93
16,A,48,2,27.42
16,C,48,3,32.99
16,A,49,1,43.9
16,B,49,2,41.03
16,C,49,3,42.92
16,B,50,1,49.35
16,C,50,2,49.84
16,A,50,3,44.68
16,C,51,1,31.68
16,A,51,2,37.72
16,B,51,3,45.3
16,C,52,1,39.02
16,B,52,2,41.36
16,A,52,3,45.62
16,A,53,1,54.41
16,C,53,2,46.97
16,B,53,3,47.99
16,B,54,1,44.09
16,A,54,2,48.23
16,C,54,3,37
17,A,1,1,39.55
17,B,1,2,43.35
17,C,1,3,41.08
17,B,2,1,37.41
17,C,2,2,33.24
17,A,2,3,45.76
17,C,3,1,33.53
17,A,3,2,29.48
17,B,3,3,36.24
17,C,4,1,49.48
17,B,4,2,22.87
17,A,4,3,37.45
17,A,5,1,52.2
17,C,5,2,52.09
17,B,5,3,44.65
17,B,6,1,45.67
17,A,6,2,37
17,C,6,3,55.77
17,A,7,1,42.21
17,B,7,2,32.39
17,C,7,3,47.03
17,B,8,1,40.03
17,C,8,2,36.53
17,A,8,3,42.21
17,C,9,1,45.16
17,A,9,2,39.38
17,B,9,3,52.38
17,C,10,1,38.89
17,B,10,2,44.36
17,A,10,3,52.68
17,A,11,1,40.3
17,C,11,2,33.59
17,B,11,3,27.13
17,B,12,1,38.83
17,A,12,2,41.93
17,C,12,3,44.44
18,A,1,1,57.64
18,B,1,2,61.93
18,C,1,3,35.77
18,B,2,1,38.19
18,C,2,2,41.96
18,A,2,3,40.97
18,C,3,1,38.54
18,A,3,2,49.78
18,B,3,3,47.47
18,C,4,1,35.8
18,B,4,2,37.7
18,A,4,3,42.36
18,A,5,1,43.93
18,C,5,2,49.18
18,B,5,3,55.21
18,B,6,1,46.34
18,A,6,2,37.08
18,C,6,3,33.55
18,A,7,1,39.74
18,B,7,2,45.59
18,C,7,3,34.43
18,B,8,1,44.29
18,C,8,2,40.15
18,A,8,3,47.33
18,C,9,1,35.95
18,A,9,2,42.91
18,B,9,3,49.48
18,C,10,1,35.26
18,B,10,2,41.92
18,A,10,3,31.9
18,A,11,1,40.44
18,C,11,2,44.35
18,B,11,3,38.44
18,B,12,1,54.5
18,A,12,2,42.44
18,C,12,3,39.46
18,A,13,1,37.86
18,B,13,2,50.95
18,C,13,3,41.9
18,B,14,1,50.2
18,C,14,2,43.14
18,A,14,3,54.66
18,C,15,1,38.41
18,A,15,2,47.82
18,B,15,3,51.05
18,C,16,1,31.27
18,B,16,2,41.71
18,A,16,3,38.45
18,A,17,1,36.82
18,C,17,2,37.24
18,B,17,3,44.98
18,B,18,1,49.92
18,A,18,2,46.16
18,C,18,3,37.23
19,A,1,1,37.6
19,B,1,2,30.22
19,C,1,3,39.38
19,B,2,1,59.32
19,C,2,2,50.79
19,A,2,3,62.19
19,C,3,1,53.3
19,A,3,2,52.54
19,B,3,3,57.13
19,C,4,1,34.57
19,B,4,2,32.11
19,A,4,3,49.83
19,A,5,1,38.64
19,C,5,2,43.16
19,B,5,3,35.11
19,B,6,1,37.96
19,A,6,2,42.23
19,C,6,3,44.09
19,A,7,1,27.28
19,B,7,2,30.07
19,C,7,3,25.43
19,B,8,1,38.05
19,C,8,2,32.15
19,A,8,3,39.92
19,C,9,1,47.65
19,A,9,2,29.98
19,B,9,3,47.06
19,C,10,1,30.5
19,B,10,2,29.32
19,A,10,3,37.9
19,A,11,1,38.75
19,C,11,2,48.56
19,B,11,3,44.06
19,B,12,1,46.52
19,A,12,2,52.16
19,C,12,3,51.84
19,A,13,1,26.56
19,B,13,2,29.32
19,C,13,3,29.03
19,B,14,1,39.01
19,C,14,2,36.12
19,A,14,3,43.11
19,C,15,1,38.68
19,A,15,2,32.82
19,B,15,3,40.75
19,C,16,1,44.56
19,B,16,2,38.76
19,A,16,3,43.51
19,A,17,1,46.73
19,C,17,2,41.98
19,B,17,3,46.08
19,B,18,1,39.36
19,A,18,2,26.88
19,C,18,3,24.29
19,A,19,1,42.33
19,B,19,2,44.7
19,C,19,3,40.5
19,B,20,1,33.82
19,C,20,2,37.23
19,A,20,3,37.43
19,C,21,1,39.88
19,A,21,2,35.87
19,B,21,3,38.98
19,C,22,1,35.27
19,B,22,2,29.75
19,A,22,3,36.94
19,A,23,1,39.46
19,C,23,2,36.85
19,B,23,3,43.89
19,B,24,1,45.76
19,A,24,2,40.96
19,C,24,3,57.54
19,A,25,1,31.1
19,B,25,2,35.57
19,C,25,3,31.14
19,B,26,1,35.06
19,C,26,2,39.7
19,A,26,3,48.2
19,C,27,1,29.39
19,A,27,2,39.63
19,B,27,3,44.57
19,C,28,1,44.61
19,B,28,2,44.46
19,A,28,3,49.1
19,A,29,1,37.44
19,C,29,2,37.56
19,B,29,3,31.31
19,B,30,1,38.2
19,A,30,2,40.47
19,C,30,3,21.54
19,A,31,1,44.31
19,B,31,2,42.24
19,C,31,3,40.42
19,B,32,1,49.28
19,C,32,2,37.31
19,A,32,3,46.77
19,C,33,1,33.37
19,A,33,2,42.32
19,B,33,3,35.22
19,C,34,1,36.1
19,B,34,2,32.04
19,A,34,3,45.83
19,A,35,1,39.6
19,C,35,2,25.99
19,B,35,3,34.55
19,B,36,1,32.32
19,A,36,2,40.88
19,C,36,3,46.62
19,A,37,1,45.52
19,B,37,2,54.8
19,C,37,3,50.73
19,B,38,1,47.83
19,C,38,2,36.62
19,A,38,3,53.41
19,C,39,1,41.25
19,A,39,2,43.75
19,B,39,3,39.83
19,C,40,1,41.16
19,B,40,2,29.58
19,A,40,3,31.95
19,A,41,1,44.42
19,C,41,2,40
19,B,41,3,53.52
19,B,42,1,45.37
19,A,42,2,50.01
19,C,42,3,49.49
19,A,43,1,33.37
19,B,43,2,40.64
19,C,43,3,29.03
19,B,44,1,49.56
19,C,44,2,38.55
19,A,44,3,37.28
19,C,45,1,46.68
19,A,45,2,38.77
19,B,45,3,39.21
19,C,46,1,36.98
19,B,46,2,33.87
19,A,46,3,51.62
19,A,47,1,43.2
19,C,47,2,33.86
19,B,47,3,37.01
19,B,48,1,34.26
19,A,48,2,37.1
19,C,48,3,40.83
20,A,1,1,46.54
20,B,1,2,46.89
20,C,1,3,53.7
20,B,2,1,37.47
20,C,2,2,57.3
20,A,2,3,53.19
20,C,3,1,41.6
20,A,3,2,43.58
20,B,3,3,42.98
20,C,4,1,43.93
20,B,4,2,45.34
20,A,4,3,43.16
20,A,5,1,36.12
20,C,5,2,40.7
20,B,5,3,40.35
20,B,6,1,39.93
20,A,6,2,47.07
20,C,6,3,47.14
20,A,7,1,42.5
20,B,7,2,46.64
20,C,7,3,43.46
20,B,8,1,41.45
20,C,8,2,54.38
20,A,8,3,46.83
20,C,9,1,35.93
20,A,9,2,48
20,B,9,3,43.92
20,C,10,1,50.61
20,B,10,2,45.78
20,A,10,3,52.51
20,A,11,1,39.49
20,C,11,2,45.48
20,B,11,3,36.92
20,B,12,1,42.11
20,A,12,2,44.3
20,C,12,3,50.45
20,A,13,1,51.2
20,B,13,2,48.49
20,C,13,3,57.31
20,B,14,1,36.85
20,C,14,2,45.1
20,A,14,3,39.44
20,C,15,1,45.06
20,A,15,2,38.02
20,B,15,3,48.56
20,C,16,1,35.02
20,B,16,2,39.54
20,A,16,3,44.48
20,A,17,1,43.79
20,C,17,2,46.34
20,B,17,3,48.67
20,B,18,1,42.21
20,A,18,2,41.4
20,C,18,3,48.35
20,A,19,1,34.15
20,B,19,2,27.85
20,C,19,3,41
20,B,20,1,52.59
20,C,20,2,45.01
20,A,20,3,45.66
20,C,21,1,40.81
20,A,21,2,48.69
20,B,21,3,48.57
20,C,22,1,55.98
20,B,22,2,34.71
20,A,22,3,52.11
20,A,23,1,40.17
20,C,23,2,51.8
20,B,23,3,48.24
20,B,24,1,53.04
20,A,24,2,52.4
20,C,24,3,55.59
20,A,25,1,40.91
20,B,25,2,47
20,C,25,3,47.37
20,B,26,1,40.02
20,C,26,2,35.87
20,A,26,3,41.42
20,C,27,1,37.41
20,A,27,2,31.6
20,B,27,3,40.52
20,C,28,1,56.21
20,B,28,2,57.27
20,A,28,3,62.09
20,A,29,1,31.12
20,C,29,2,37.26
20,B,29,3,48.46
20,B,30,1,39.93
20,A,30,2,34.12
20,C,30,3,44.85
20,A,31,1,37.21
20,B,31,2,42.91
20,C,31,3,36.2
20,B,32,1,50.59
20,C,32,2,55.09
20,A,32,3,45.21
20,C,33,1,35.92
20,A,33,2,33.21
20,B,33,3,51.48
20,C,34,1,46.52
20,B,34,2,38.83
20,A,34,3,39.21
20,A,35,1,36.3
20,C,35,2,52.04
20,B,35,3,51.13
20,B,36,1,40.37
20,A,36,2,49.2
20,C,36,3,45.31
20,A,37,1,39.1
20,B,37,2,41.58
20,C,37,3,42.72
20,B,38,1,44.2
20,C,38,2,42.62
20,A,38,3,42.74
20,C,39,1,54.72
20,A,39,2,54.21
20,B,39,3,51.15
20,C,40,1,40.96
20,B,40,2,34.91
20,A,40,3,34.65
20,A,41,1,33.51
20,C,41,2,54.23
20,B,41,3,50.77
20,B,42,1,35.69
20,A,42,2,52.02
20,C,42,3,49.11
20,A,43,1,42.25
20,B,43,2,49.42
20,C,43,3,52.05
20,B,44,1,34.25
20,C,44,2,41.65
20,A,44,3,34.8
20,C,45,1,46.34
20,A,45,2,50.74
20,B,45,3,45.22
20,C,46,1,49.78
20,B,46,2,42.88
20,A,46,3,40.99
20,A,47,1,46.57
20,C,47,2,39.61
20,B,47,3,42.19
20,B,48,1,50.49
20,A,48,2,54.13
20,C,48,3,49.45
20,A,49,1,39.64
20,B,49,2,46.49
20,C,49,3,40.53
20,B,50,1,52.07
20,C,50,2,42.06
20,A,50,3,46.26
20,C,51,1,39.12
20,A,51,2,39.91
20,B,51,3,44.25
20,C,52,1,59.06
20,B,52,2,56.7
20,A,52,3,51.29
20,A,53,1,31.48
20,C,53,2,50.81
20,B,53,3,42.07
20,B,54,1,43.8
20,A,54,2,37.16
20,C,54,3,49.31
20,A,55,1,40.36
20,B,55,2,44.99
20,C,55,3,49.62
20,B,56,1,46.24
20,C,56,2,42.6
20,A,56,3,48.55
20,C,57,1,38.78
20,A,57,2,49.74
20,B,57,3,33.75
20,C,58,1,37.41
20,B,58,2,39.81
20,A,58,3,39.28
20,A,59,1,53.99
20,C,59,2,55.4
20,B,59,3,48.86
20,B,60,1,33.1
20,A,60,2,43.64
20,C,60,3,41.02
21,A,1,1,41.13
21,B,1,2,39.09
21,C,1,3,35.32
21,B,2,1,35.51
21,C,2,2,38.91
21,A,2,3,44.11
21,C,3,1,45.36
21,A,3,2,42.54
21,B,3,3,39.78
21,C,4,1,43.73
21,B,4,2,32.9
21,A,4,3,35.83
21,A,5,1,44.94
21,C,5,2,39.72
21,B,5,3,36.59
21,B,6,1,36.96
21,A,6,2,44.42
21,C,6,3,41.57
21,A,7,1,51.66
21,B,7,2,46.14
21,C,7,3,54.15
21,B,8,1,37.11
21,C,8,2,44.74
21,A,8,3,34.08
21,C,9,1,44.73
21,A,9,2,46.13
21,B,9,3,33.45
21,C,10,1,26.35
21,B,10,2,45.01
21,A,10,3,33.43
21,A,11,1,38.82
21,C,11,2,40.31
21,B,11,3,53.37
21,B,12,1,30.5
21,A,12,2,35.35
21,C,12,3,27.41
21,A,13,1,31.7
21,B,13,2,29.62
21,C,13,3,24.37
21,B,14,1,26.39
21,C,14,2,31.46
21,A,14,3,30.97
21,C,15,1,30.75
21,A,15,2,39.73
21,B,15,3,30.38
21,C,16,1,27.35
21,B,16,2,33.13
21,A,16,3,35.58
21,A,17,1,45.6
21,C,17,2,34.09
21,B,17,3,36.73
21,B,18,1,34.48
21,A,18,2,40.74
21,C,18,3,39.27
21,A,19,1,46.02
21,B,19,2,39.29
21,C,19,3,46.92
21,B,20,1,37.6
21,C,20,2,43.62
21,A,20,3,37.2
21,C,21,1,44.37
21,A,21,2,42.87
21,B,21,3,32.58
21,C,22,1,35.15
21,B,22,2,33.55
21,A,22,3,37.42
21,A,23,1,33.8
21,C,23,2,29.06
21,B,23,3,19.4
21,B,24,1,37.24
21,A,24,2,46.96
21,C,24,3,38.86
21,A,25,1,36.8
21,B,25,2,38.33
21,C,25,3,36.67
21,B,26,1,43.86
21,C,26,2,51.42
21,A,26,3,51.3
21,C,27,1,39.72
21,A,27,2,35.23
21,B,27,3,39.21
21,C,28,1,35.09
21,B,28,2,41.15
21,A,28,3,52.31
21,A,29,1,43.43
21,C,29,2,45.09
21,B,29,3,38.02
21,B,30,1,16.93
21,A,30,2,41.73
21,C,30,3,26.16
21,A,31,1,29.69
21,B,31,2,36.92
21,C,31,3,25.85
21,B,32,1,30.75
21,C,32,2,41.59
21,A,32,3,44.65
21,C,33,1,40.5
21,A,33,2,41.03
21,B,33,3,34.58
21,C,34,1,47.49
21,B,34,2,35.2
21,A,34,3,50.67
21,A,35,1,40.24
21,C,35,2,43.7
21,B,35,3,36.39
21,B,36,1,41.52
21,A,36,2,46.45
21,C,36,3,53.26
21,A,37,1,32.39
21,B,37,2,40
21,C,37,3,38.96
21,B,38,1,27.44
21,C,38,2,31.24
21,A,38,3,37.62
21,C,39,1,39.2
21,A,39,2,47.27
21,B,39,3,35.01
21,C,40,1,40.33
21,B,40,2,46.68
21,A,40,3,46.24
21,A,41,1,40.79
21,C,41,2,43.12
21,B,41,3,32.09
21,B,42,1,29.45
21,A,42,2,39.23
21,C,42,3,32.08
21,A,43,1,44.37
21,B,43,2,40.25
21,C,43,3,41.64
21,B,44,1,46.35
21,C,44,2,45.59
21,A,44,3,44.69
21,C,45,1,32.11
21,A,45,2,45.94
21,B,45,3,41.13
21,C,46,1,41.8
21,B,46,2,44.77
21,A,46,3,41.33
21,A,47,1,41.07
21,C,47,2,54.2
21,B,47,3,43.12
21,B,48,1,42.49
21,A,48,2,42.9
21,C,48,3,44.85
22,A,1,1,39.96
22,B,1,2,39.14
22,C,1,3,39.6
22,B,2,1,55.24
22,C,2,2,36.87
22,A,2,3,45.69
22,C,3,1,46.1
22,A,3,2,42.09
22,B,3,3,40.56
22,C,4,1,49.72
22,B,4,2,43.26
22,A,4,3,50.69
22,A,5,1,52.1
22,C,5,2,48.71
22,B,5,3,48.59
22,B,6,1,47.81
22,A,6,2,53.46
22,C,6,3,41.39
22,A,7,1,40.38
22,B,7,2,40.05
22,C,7,3,28.92
22,B,8,1,45.52
22,C,8,2,37.88
22,A,8,3,40.51
22,C,9,1,33.6
22,A,9,2,52.85
22,B,9,3,33.07
22,C,10,1,31.82
22,B,10,2,38.19
22,A,10,3,35.77
22,A,11,1,44.52
22,C,11,2,41.52
22,B,11,3,33.79
22,B,12,1,38.99
22,A,12,2,55.18
22,C,12,3,47.23
22,A,13,1,45.72
22,B,13,2,49.12
22,C,13,3,39.47
22,B,14,1,37.64
22,C,14,2,44.74
22,A,14,3,42.94
22,C,15,1,48.89
22,A,15,2,48.32
22,B,15,3,38.31
22,C,16,1,45.6
22,B,16,2,39.68
22,A,16,3,34.22
22,A,17,1,53.23
22,C,17,2,31.97
22,B,17,3,44.1
22,B,18,1,50.13
22,A,18,2,53.78
22,C,18,3,46.68
23,A,1,1,57.38
23,B,1,2,54.33
23,C,1,3,53.83
23,B,2,1,48.81
23,C,2,2,53.73
23,A,2,3,62.09
23,C,3,1,35.76
23,A,3,2,37.47
23,B,3,3,37.64
23,C,4,1,36.83
23,B,4,2,43.5
23,A,4,3,40.02
23,A,5,1,33.71
23,C,5,2,39.25
23,B,5,3,46.41
23,B,6,1,44.53
23,A,6,2,53.26
23,C,6,3,65.04
23,A,7,1,45.29
23,B,7,2,42.44
23,C,7,3,44.92
23,B,8,1,46.79
23,C,8,2,41.85
23,A,8,3,47.72
23,C,9,1,45.48
23,A,9,2,46.08
23,B,9,3,58.26
23,C,10,1,36.43
23,B,10,2,41.69
23,A,10,3,38.55
23,A,11,1,42.93
23,C,11,2,54.35
23,B,11,3,53.6
23,B,12,1,42.84
23,A,12,2,49.57
23,C,12,3,54.96
23,A,13,1,50.52
23,B,13,2,48.96
23,C,13,3,49.51
23,B,14,1,60.05
23,C,14,2,65.53
23,A,14,3,54.18
23,C,15,1,46.15
23,A,15,2,42.72
23,B,15,3,45.6
23,C,16,1,41.03
23,B,16,2,51.74
23,A,16,3,56.21
23,A,17,1,44.48
23,C,17,2,52.09
23,B,17,3,63.44
23,B,18,1,49.09
23,A,18,2,46.16
23,C,18,3,52.31
23,A,19,1,48.11
23,B,19,2,53.52
23,C,19,3,56.93
23,B,20,1,53.45
23,C,20,2,45.26
23,A,20,3,60.83
23,C,21,1,45.42
23,A,21,2,43.7
23,B,21,3,52.2
23,C,22,1,48.33
23,B,22,2,45.24
23,A,22,3,58.43
23,A,23,1,38.5
23,C,23,2,45.59
23,B,23,3,49.66
23,B,24,1,26.83
23,A,24,2,31.35
23,C,24,3,44.87
23,A,25,1,45.14
23,B,25,2,47.08
23,C,25,3,44.36
23,B,26,1,47.29
23,C,26,2,47.2
23,A,26,3,63.99
23,C,27,1,48.32
23,A,27,2,52.23
23,B,27,3,57.14
23,C,28,1,33.39
23,B,28,2,35.87
23,A,28,3,50.28
23,A,29,1,51.79
23,C,29,2,44.68
23,B,29,3,54.23
23,B,30,1,39.41
23,A,30,2,51.5
23,C,30,3,54.98
23,A,31,1,45.47
23,B,31,2,45.73
23,C,31,3,53.54
23,B,32,1,35.96
23,C,32,2,43.29
23,A,32,3,48.22
23,C,33,1,37.8
23,A,33,2,33.76
23,B,33,3,48.66
23,C,34,1,50.82
23,B,34,2,42.49
23,A,34,3,56.02
23,A,35,1,48.46
23,C,35,2,46.99
23,B,35,3,47.9
23,B,36,1,36.35
23,A,36,2,46.41
23,C,36,3,42.72
23,A,37,1,49.6
23,B,37,2,51.3
23,C,37,3,56.49
23,B,38,1,47.28
23,C,38,2,39.8
23,A,38,3,54.59
23,C,39,1,42.61
23,A,39,2,29.5
23,B,39,3,46.44
23,C,40,1,41.5
23,B,40,2,40.04
23,A,40,3,47.01
23,A,41,1,50.46
23,C,41,2,37.32
23,B,41,3,49.57
23,B,42,1,46.64
23,A,42,2,50.38
23,C,42,3,48.41
23,A,43,1,53.16
23,B,43,2,56.9
23,C,43,3,53.48
23,B,44,1,38.57
23,C,44,2,46.05
23,A,44,3,51.64
23,C,45,1,45.79
23,A,45,2,52.14
23,B,45,3,43.65
23,C,46,1,37.73
23,B,46,2,35.57
